meas,index,voice,loc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,pedal,dyn,even,tempo
373,22,1,12213,588,1743.864,0.548650568181818,8,,E6,pp-,7,144,88,7,,,,,,,,
373,22,1,12213,588,1744.412,,,,,,,144,88,0,,,,,,,,
373,23,1,12214,691,1744.412,0.133167613636364,32,,G#5,pp,8,144,80,8,,,,,,,,
373,23,1,12214,691,1744.545,,,,,,,144,80,0,,,,,,,,
373,24,1,12215,716,1744.545,0.276988636363636,16,,E6,pp,8,144,88,8,,,,,,,,
373,25,2,12216,736,1744.652,0.170454545454545,32,,F3,mf,17,144,53,17,,,,,,,,
373,25,2,12216,736,1744.822,,,,,,,144,53,0,,,,,,,,
373,26,1,12217,768,1744.822,,,,<R>,,,176,102,0,,,,,,,,
373,27,2,12218,768,1744.822,1.36363636363636,4,,G#6,mf,17,144,92,17,,,,,,,,
373,28,3,12219,768,1744.822,0.170454545454545,32,,F5,ff,22,144,77,22,,,,,,,,
373,24,1,12215,716,1744.822,,,,,,,144,88,0,,,,,,,,
373,28,3,12219,768,1744.993,,,,,,,144,77,0,,,,,,,,
373,29,3,12220,800,1744.993,0.511363636363636,16,,D4,ff,22,144,62,22,,,,,,,,
373,30,3,12221,800,1744.993,0.340909090909091,16,,F5,ff,22,144,77,22,,,,,,,,
373,31,1,12222,896,1745.504,0.170454545454545,32,,G#5,pp,8,144,80,8,,,,,,,,
373,32,3,12223,896,1745.504,0.340909090909091,16,,D4,,,,,,,,,,,,,
373,33,3,12224,896,1745.504,0.340909090909091,16,,F5,,,,,,,,,,,,,
373,30,3,12221,800,1745.675,,,,,,,144,77,0,,,,,,,,
373,31,1,12222,896,1745.675,,,,,,,144,80,0,,,,,,,,
373,34,1,12225,928,1745.675,0.511363636363636,16,,E6,pp,8,144,88,8,,,,,,,,
373,29,3,12220,800,1745.845,,,,,,,144,62,0,,,,,,,,
373,35,3,12226,960,1745.845,0.340909090909091,16,,D6,f,20,144,86,20,,,,,,,,
373,27,2,12218,768,1746.186,,,,,,,144,92,0,,,,,,,,
373,35,3,12226,960,1746.186,,,,,,,144,86,0,,,,,,,,
374,0,0,12227,0,1746.186,,,,,,,,,,374,,,,,,,
374,1,1,12228,0,1746.186,,,,<R>,,,176,102,0,,,,,,,,
374,2,2,12229,0,1746.186,2.72727272727273,2,,G#6,mp,14,144,92,14,,,,,,,,
374,3,3,12230,0,1746.186,0.340909090909091,16,,F5,f,20,144,77,20,,,,,,,,
374,4,3,12231,0,1746.186,0.340909090909091,16,,D6,f,20,144,86,20,,,,,,,,
374,5,4,12232,0,1746.186,,,,<R>,,,176,102,0,,,,,,,,
373,34,1,12225,928,1746.186,,,,,,,144,88,0,,,,,,,,
374,3,3,12230,0,1746.527,,,,,,,144,77,0,,,,,,,,
374,4,3,12231,0,1746.527,,,,,,,144,86,0,,,,,,,,
374,6,1,12233,64,1746.527,1.02272727272727,8,,D4,p,11,144,62,11,,,,,,,,
374,7,3,12234,64,1746.527,1.02272727272727,8,,C#1,mp,14,144,25,14,,,,,,,,
374,8,1,12235,256,1747.55,1.36363636363636,4,,D4,,,,,,,,,,,,,
374,9,3,12236,256,1747.55,1.02272727272727,8,,C#1,,,,,,,,,,,,,
374,10,4,12237,256,1747.55,,,,<R>,,,176,102,0,,,,,,,,
374,7,3,12234,64,1748.572,,,,,,,144,25,0,,,,,,,,
374,11,3,12238,448,1748.572,0.340909090909091,16,,F5,pp+,9,144,77,9,,,,,,,,
374,11,3,12238,448,1748.913,,,,,,,144,77,0,,,,,,,,
374,12,0,12239,512,1748.913,,,,,,,176,64,0,,,,,^,,,
374,13,1,12240,512,1748.913,,,,<R>,,,176,102,0,,,,,,,,
374,14,2,12241,512,1748.913,,,,<R>,,,176,102,0,,,,,,,,
374,15,3,12242,512,1748.913,0.511363636363636,16,,E1,pp,8,144,28,8,,,,,,d,,
374,16,4,12243,512,1748.913,0.340909090909091,16,,C#1,pp,8,144,25,8,,,,,,d,,
374,2,2,12229,0,1748.913,,,,,,,144,92,0,,,,,,,,
374,6,1,12233,64,1748.913,,,,,,,144,62,0,,,,,,,,
374,22,2,12244,,1749.227,0.05,8,,C4,ppp,5,144,60,5,,,,g,,d,e,
374,16,4,12243,512,1749.254,,,,,,,144,25,0,,,,,,,,
374,18,4,12245,576,1749.254,,,,<R>,,,176,102,0,,,,,,,,
374,17,0,12246,576,1749.254,,,,,,,176,64,127,,,,,V,,,
374,22,2,12244,,1749.277,,,,,,,144,60,0,,,,,,,,
374,23,2,12247,,1749.302,0.05,8,,F6,ppp,5,144,89,5,,,,g,,d,e,
374,23,2,12247,,1749.352,,,,,,,144,89,0,,,,,,,,
374,24,2,12248,,1749.377,0.05,8,,G#6,ppp,5,144,92,5,,,,g,,,e,
374,19,3,12249,608,1749.425,0.511363636363636,16,,B2,ppp,5,144,47,5,,,,,,,,
374,15,3,12242,512,1749.425,,,,,,,144,28,0,,,,,,,,
374,24,2,12248,,1749.427,,,,,,,144,92,0,,,,,,,,
374,25,2,12250,,1749.452,0.05,8,,F6,ppp,5,144,89,5,,,,g,,,e,
374,25,2,12250,,1749.502,,,,,,,144,89,0,,,,,,,,
374,26,2,12251,,1749.527,0.05,8,,A#5,ppp+,6,144,82,6,,,,g,,,e,
374,26,2,12251,,1749.577,,,,,,,144,82,0,,,,,,,,
374,27,2,12252,,1749.602,0.05,8,,C4,ppp+,6,144,60,6,,,,g,,,e,
374,27,2,12252,,1749.652,,,,,,,144,60,0,,,,,,,,
374,28,2,12253,,1749.677,0.05,8,,F6,ppp+,6,144,89,6,,,,g,,,e,
374,28,2,12253,,1749.727,,,,,,,144,89,0,,,,,,,,
374,29,2,12254,,1749.752,0.05,8,,G#6,pp-,7,144,92,7,,,,g,,,e,
374,29,2,12254,,1749.802,,,,,,,144,92,0,,,,,,,,
374,30,2,12255,,1749.827,0.05,8,,A#5,pp-,7,144,82,7,,,,g,,,e,
374,30,2,12255,,1749.877,,,,,,,144,82,0,,,,,,,,
374,31,2,12256,,1749.902,0.05,8,,G#6,pp,8,144,92,8,,,,g,,,e,
374,19,3,12249,608,1749.936,,,,,,,144,47,0,,,,,,,,
374,20,3,12257,704,1749.936,0.340909090909091,16,,G#5,ff,22,144,80,22,,,,,,d,,
374,31,2,12256,,1749.952,,,,,,,144,92,0,,,,,,,,
374,32,2,12258,,1749.977,0.05,8,,E7,pp,8,144,100,8,,,,g,,,e,
374,32,2,12258,,1750.027,,,,,,,144,100,0,,,,,,,,
374,33,2,12259,,1750.052,0.05,8,,A#5,pp+,9,144,82,9,,,,g,,,e,
374,33,2,12259,,1750.102,,,,,,,144,82,0,,,,,,,,
374,34,2,12260,,1750.127,0.05,8,,E7,pp+,9,144,100,9,,,,g,,,E 6038,
374,34,2,12260,,1750.177,,,,,,,144,100,0,,,,,,,,
374,37,4,12261,,1750.202,0.05,8,,F5,pp+,9,144,77,9,,,,g,,,,
374,37,4,12261,,1750.252,,,,,,,144,77,0,,,,,,,,
374,20,3,12257,704,1750.277,,,,,,,144,80,0,,,,,,,,
374,21,1,12262,768,1750.277,,,,<R>,,,176,102,0,,,,,,,,
374,35,2,12263,768,1750.277,,,,<R>,,,176,102,0,,,,,,,,
374,36,3,12264,768,1750.277,0.170454545454545,32,,E2,mf,17,144,40,17,,,,,,,,
374,38,4,12265,768,1750.277,1.36363636363636,4,,C3,pp,8,144,48,8,,,,,,d,,
374,36,3,12264,768,1750.447,,,,,,,144,40,0,,,,,,,,
374,39,3,12266,800,1750.447,0.170454545454545,32,,G#5,mp,14,144,80,14,,,,,,,,
374,39,3,12266,800,1750.618,,,,,,,144,80,0,,,,,,,,
374,40,3,12267,832,1750.618,0.340909090909091,16,,E2,p,11,144,40,11,,,,,,,,
374,40,3,12267,832,1750.959,,,,,,,144,40,0,,,,,,,,
374,41,3,12268,896,1750.959,0.388849431818182,16,,G#5,pp,8,144,80,8,,,,,,d,,
374,43,0,12269,969,1751.198,,,,,,,176,64,0,,,,,^,,,
374,42,1,12270,960,1751.3,0.340909090909091,16,,C#3,ppp,5,144,49,5,,,,,,d,,
374,44,3,12271,969,1751.348,0.191761363636364,32,,E2,f,20,144,40,20,,,,,,d,,
374,41,3,12268,896,1751.348,,,,,,,144,80,0,,,,,,,,
374,43,0,12272,969,1751.498,,,,,,,176,64,127,,,,,V,,,
374,44,3,12271,969,1751.539,,,,,,,144,40,0,,,,,,,,
374,45,3,12273,1005,1751.539,0.101207386363636,64,,C5,pp,8,144,72,8,,,,,,d,,
374,42,1,12270,960,1751.64,,,,,,,144,49,0,,,,,,,,
374,45,3,12273,1005,1751.64,,,,,,,144,72,0,,,,,,,,
375,0,0,12274,0,1751.64,,,,,,,,,,375,,,,,,,
375,1,1,12275,0,1751.64,,,,<R>,,,176,102,0,,,,,,,,
375,2,2,12276,0,1751.64,,,,<R>,,,176,102,0,,,,,,,,
375,3,3,12277,0,1751.64,0.191761363636364,32,,B2,f,20,144,47,20,,,,,,d,,
375,4,4,12278,0,1751.64,,,,<R>,,,176,102,0,,,,,,,,
374,38,4,12265,768,1751.64,,,,,,,144,48,0,,,,,,,,
375,3,3,12277,0,1751.832,,,,,,,144,47,0,,,,,,,,
375,5,3,12279,36,1751.832,0.197088068181818,32,,C5,f,20,144,72,20,,,,,,d,,
375,5,3,12279,36,1752.029,,,,,,,144,72,0,,,,,,,,
375,6,3,12280,73,1752.029,0.0958806818181818,64,,B2,pp,8,144,47,8,,,,,,d,,
375,6,3,12280,73,1752.125,,,,,,,144,47,0,,,,,,,,
375,7,3,12281,91,1752.125,0.197088068181818,32,,F3,mf,17,144,53,17,,,,,,d,,
375,7,3,12281,91,1752.322,,,,,,,144,53,0,,,,,,,,
375,8,3,12282,128,1752.322,0.111860795454545,32,,G#5,fff,24,144,80,24,,,,,,D 6038,,
375,8,3,12282,128,1752.434,,,,,,,144,80,0,,,,,,,,
375,9,3,12283,149,1752.434,0.111860795454545,32,,E2,f-,19,144,40,19,,,,,,,,
375,9,3,12283,149,1752.546,,,,,,,144,40,0,,,,,,,,
375,10,3,12284,170,1752.546,0.1171875,32,,C5,mp,14,144,72,14,,,,,,,,
375,10,3,12284,170,1752.663,,,,,,,144,72,0,,,,,,,,
375,11,3,12285,192,1752.663,0.111860795454545,32,,B2,pp,8,144,47,8,,,,,,,,
375,13,0,12286,224,1752.769,,,,,,,176,64,0,,,,,^,,,
375,11,3,12285,192,1752.775,,,,,,,144,47,0,,,,,,,,
375,12,3,12287,213,1752.775,0.229048295454545,16,,F3,pp,8,144,53,8,,,,,,,,
375,14,2,12288,224,1752.834,0.0852272727272727,64,,G5,pp,8,144,79,8,,,,,,,,
375,14,2,12288,224,1752.919,,,,,,,144,79,0,,,,,,,,
375,15,2,12289,240,1752.919,0.0852272727272727,64,,A1,pp,8,144,33,8,,,,,,,,
375,12,3,12287,213,1753.004,,,,,,,144,53,0,,,,,,,,
375,15,2,12289,240,1753.004,,,,,,,144,33,0,,,,,,,,
375,16,3,12290,256,1753.004,0.133167613636364,32,,D4,pp,8,144,62,8,,,,,,,,
375,17,0,12291,256,1753.004,,,,,,,,,,,6038,,,,,,
375,19,1,12292,256,1753.004,,,,<R>,,,176,102,0,,,,,,,,
375,20,2,12293,256,1753.004,,,,<R>,,,176,102,0,,,,,,,,
375,21,4,12294,256,1753.004,,,,<R>,,,176,102,0,,,,,,,,
375,18,0,12295,256,1753.069,,,,,,,176,64,127,,,,,V,,,
375,16,3,12290,256,1753.137,,,,,,,144,62,0,,,,,,,,
375,22,3,12296,281,1753.137,0.138494318181818,32,,F4,p-,10,144,65,10,,,,,,,,
375,22,3,12296,281,1753.276,,,,,,,144,65,0,,,,,,,,
375,23,3,12297,307,1753.276,0.133167613636364,32,,D4,p+,12,144,62,12,,,,,,,,
375,23,3,12297,307,1753.409,,,,,,,144,62,0,,,,,,,,
375,24,3,12298,332,1753.409,0.276988636363636,16,,C#3,mp,14,144,49,14,,,,,,,,
375,24,3,12298,332,1753.686,,,,,,,144,49,0,,,,,,,,
375,25,3,12299,384,1753.686,0.133167613636364,32,,A2,mf+,18,144,45,18,,,,,,,e,
375,25,3,12299,384,1753.819,,,,,,,144,45,0,,,,,,,,
375,26,3,12300,409,1753.819,0.138494318181818,32,,G#5,f,20,144,80,20,,,,,,,e,
375,26,3,12300,409,1753.958,,,,,,,144,80,0,,,,,,,,
375,27,3,12301,435,1753.958,0.133167613636364,32,,A2,ff,22,144,45,22,,,,,,,e,
375,27,3,12301,435,1754.091,,,,,,,144,45,0,,,,,,,,
375,28,3,12302,460,1754.091,0.0852272727272727,32,,F4,fff,24,144,65,24,,,,,,d,E,
375,31,0,12303,502,1754.164,,,,,,,176,64,0,,,,,^,,,
375,28,3,12302,460,1754.176,,,,,,,144,65,0,,,,,,,,
375,29,3,12304,476,1754.176,0.0958806818181818,32,,C#4,fff,24,144,61,24,,,,,,d,,
375,29,3,12304,476,1754.272,,,,,,,144,61,0,,,,,,,,
375,30,3,12305,494,1754.272,0.0958806818181818,32,,D4,fff,24,144,62,24,,,,,,d,,
375,30,3,12305,494,1754.368,,,,,,,144,62,0,,,,,,,,
375,32,3,12306,,1754.368,0.05,8,,C4,ppp,5,144,60,5,,,,g,,d,,
375,32,3,12306,,1754.418,,,,,,,144,60,0,,,,,,,,
375,33,3,12307,,1754.443,0.05,8,,A5,ppp,5,144,81,5,,,,g,,d,,
375,37,4,12308,,1754.443,0.05,8,,G#3,f,20,144,56,20,,,,g,,d,,
375,31,0,12309,502,1754.464,,,,,,,176,64,127,,,,,V,,,
375,33,3,12307,,1754.493,,,,,,,144,81,0,,,,,,,,
375,37,4,12308,,1754.493,,,,,,,144,56,0,,,,,,,,
375,34,3,12310,512,1754.518,1.36363636363636,4,,C3,f,20,144,48,20,,,,,,d,,
375,35,3,12311,512,1754.518,1.36363636363636,4,,D#5,pp,8,144,75,8,,,,,,d,,
375,36,3,12312,512,1754.518,1.36363636363636,4,,A5,pp,8,144,81,8,,,,,,d,,
375,38,4,12313,512,1754.518,0.170454545454545,32,,G#4,fff,24,144,68,24,,,,,,d,,
375,39,1,12314,512,1754.518,,,,<R>,,,176,102,0,,,,,,,,
375,40,2,12315,512,1754.518,,,,<R>,,,176,102,0,,,,,,,,
375,38,4,12313,512,1754.688,,,,,,,144,68,0,,,,,,,,
375,41,4,12316,544,1754.688,0.170454545454545,32,,A3,fff,24,144,57,24,,,,,,d,,
375,41,4,12316,544,1754.859,,,,,,,144,57,0,,,,,,,,
375,42,4,12317,576,1754.859,1.02272727272727,8,,F4,fff,24,144,65,24,,,,,,d,,
375,43,1,12318,614,1755.061,0.138494318181818,32,,D7,pppp,2,144,98,2,,,,,,d,,
375,43,1,12318,614,1755.2,,,,,,,144,98,0,,,,,,,,
375,44,1,12319,640,1755.2,0.0852272727272727,32,,D#6,pppp,2,144,87,2,,,,,,d,,
375,44,1,12319,640,1755.285,,,,,,,144,87,0,,,,,,,,
375,45,1,12320,656,1755.285,0.0958806818181818,32,,F#6,pppp,2,144,90,2,,,,,,d,,
375,45,1,12320,656,1755.381,,,,,,,144,90,0,,,,,,,,
375,46,1,12321,674,1755.381,0.0905539772727273,32,,D#6,pppp,2,144,87,2,,,,,,d,,
375,46,1,12321,674,1755.471,,,,,,,144,87,0,,,,,,,,
375,47,1,12322,691,1755.471,0.133167613636364,32,,F#6,pppp,2,144,90,2,,,,,,d,,
375,47,1,12322,691,1755.604,,,,,,,144,90,0,,,,,,,,
375,48,1,12323,716,1755.604,0.138494318181818,32,,A#7,pppp,2,144,106,2,,,,,,d,,
375,48,1,12323,716,1755.743,,,,,,,144,106,0,,,,,,,,
375,49,1,12324,742,1755.743,0.138494318181818,32,,G#5,pppp,2,144,80,2,,,,,,d,,
375,49,1,12324,742,1755.881,,,,,,,144,80,0,,,,,,,,
375,50,1,12325,768,1755.881,0.133167613636364,32,,D#6,pppp,2,144,87,2,,,,,,d,,
375,51,3,12326,768,1755.881,0.681818181818182,8,,G#6,ff,22,144,92,22,,,,,,d,,
375,52,4,12327,768,1755.881,,,,<R>,,,176,102,0,,,,,,,,
375,50,1,12325,768,1756.015,,,,,,,144,87,0,,,,,,,,
375,53,1,12328,793,1756.015,0.138494318181818,32,,F#6,pppp,2,144,90,2,,,,,,d,,
375,34,3,12310,512,1756.031,,,,,,,144,48,0,,,,,,,,
375,35,3,12311,512,1756.031,,,,,,,144,75,0,,,,,,,,
375,36,3,12312,512,1756.031,,,,,,,144,81,0,,,,,,,,
375,42,4,12317,576,1756.031,,,,,,,144,65,0,,,,,,,,
375,53,1,12328,793,1756.153,,,,,,,144,90,0,,,,,,,,
375,54,1,12329,819,1756.153,0.133167613636364,32,,A#7,pppp,2,144,106,2,,,,,,d,,
375,54,1,12329,819,1756.286,,,,,,,144,106,0,,,,,,,,
375,55,1,12330,844,1756.286,0.138494318181818,32,,G#5,pppp,2,144,80,2,,,,,,d,,
375,55,1,12330,844,1756.425,,,,,,,144,80,0,,,,,,,,
375,56,1,12331,870,1756.425,0.0852272727272727,32,,D7,pppp,2,144,98,2,,,,,,,,
375,56,1,12331,870,1756.51,,,,,,,144,98,0,,,,,,,,
375,57,1,12332,886,1756.51,0.0958806818181818,32,,F#6,pppp,2,144,90,2,,,,,,,,
375,51,3,12326,768,1756.563,,,,,,,144,92,0,,,,,,,,
375,58,3,12333,896,1756.563,0.170454545454545,32,,G#6,f,20,144,92,20,,,,,,,e,
375,57,1,12332,886,1756.606,,,,,,,144,90,0,,,,,,,,
375,59,1,12334,904,1756.606,0.0905539772727273,32,,D#5,pppp,2,144,75,2,,,,,,,,
375,59,1,12334,904,1756.696,,,,,,,144,75,0,,,,,,,,
375,60,1,12335,921,1756.696,0.0852272727272727,32,,F#5,pppp,2,144,78,2,,,,,,,,
375,58,3,12333,896,1756.734,,,,,,,144,92,0,,,,,,,,
375,61,3,12336,928,1756.734,0.170454545454545,32,,E7,f-,19,144,100,19,,,,,,,e,
375,60,1,12335,921,1756.782,,,,,,,144,78,0,,,,,,,,
375,62,1,12337,937,1756.782,0.0958806818181818,32,,D#5,pppp,2,144,75,2,,,,,,,,
375,62,1,12337,937,1756.877,,,,,,,144,75,0,,,,,,,,
375,63,1,12338,955,1756.877,0.0905539772727273,32,,G#4,pppp,2,144,68,2,,,,,,,,
375,61,3,12336,928,1756.904,,,,,,,144,100,0,,,,,,,,
375,64,3,12339,960,1756.904,0.170454545454545,32,,A#5,mf,17,144,82,17,,,,,,,e,
375,63,1,12338,955,1756.968,,,,,,,144,68,0,,,,,,,,
375,65,1,12340,972,1756.968,0.138494318181818,32,,D6,pppp,2,144,86,2,,,,,,,,
375,64,3,12339,960,1757.075,,,,,,,144,82,0,,,,,,,,
375,66,3,12341,992,1757.075,0.170454545454545,32,,G#6,mf-,16,144,92,16,,,,,,,e,
375,68,0,12342,1023,1757.09,,,,,,,176,64,0,,,,,^,,,
375,65,1,12340,972,1757.107,,,,,,,144,86,0,,,,,,,,
375,67,1,12343,998,1757.107,0.138494318181818,32,,D#5,pppp,2,144,75,2,,,,,,,,
376,4,4,12344,-3,1757.229,,,,<R>,,,176,102,0,,,,,,,,
375,66,3,12341,992,1757.245,,,,,,,144,92,0,,,,,,,,
375,67,1,12343,998,1757.245,,,,,,,144,75,0,,,,,,,,
376,0,0,12345,0,1757.245,,,,,,,,,,376,,,,,,,
376,1,1,12346,0,1757.245,0.133167613636364,32,,F#5,pppp,2,144,78,2,,,,,,,,
376,2,2,12347,0,1757.245,,,,<R>,,,176,102,0,,,,,,,,
376,3,3,12348,0,1757.245,0.340909090909091,16,,E7,mp,14,144,100,14,,,,,,,E,
376,1,1,12346,0,1757.378,,,,,,,144,78,0,,,,,,,,
376,5,1,12349,25,1757.378,0.138494318181818,32,,A#7,pppp,2,144,106,2,,,,,,,,
375,68,0,12350,1023,1757.39,,,,,,,176,64,127,,,,,V,,,
376,5,1,12349,25,1757.517,,,,,,,144,106,0,,,,,,,,
376,6,1,12351,51,1757.517,0.133167613636364,32,,G#4,pppp,2,144,68,2,,,,,,,,
376,3,3,12348,0,1757.586,,,,,,,144,100,0,,,,,,,,
376,7,3,12352,64,1757.586,,,,<R>,,,176,102,0,,,,,,,,
376,6,1,12351,51,1757.65,,,,,,,144,68,0,,,,,,,,
376,8,1,12353,76,1757.65,0.0852272727272727,32,,D7,pppp,2,144,98,2,,,,,,d,e,
376,8,1,12353,76,1757.735,,,,,,,144,98,0,,,,,,,,
376,9,1,12354,92,1757.735,0.0958806818181818,32,,D#5,pppp,2,144,75,2,,,,,,d,e,
376,9,1,12354,92,1757.831,,,,,,,144,75,0,,,,,,,,
376,10,1,12355,110,1757.831,0.0958806818181818,32,,F#6,pppp,2,144,90,2,,,,,,d,e,
376,10,1,12355,110,1757.927,,,,,,,144,90,0,,,,,,,,
376,11,1,12356,128,1757.927,0.0852272727272727,32,,D#5,pppp,2,144,75,2,,,,,,d,e,
376,12,1,12357,144,1758.012,0.0958806818181818,32,,G#3,pppp,2,144,56,2,,,,,,d,e,
376,12,1,12357,144,1758.108,,,,,,,144,56,0,,,,,,,,
376,13,1,12358,162,1758.108,0.0905539772727273,32,,A#7,pppp,2,144,106,2,,,,,,d,e,
376,13,1,12358,162,1758.199,,,,,,,144,106,0,,,,,,,,
376,14,1,12359,179,1758.199,0.41015625,16,,G#3,pppp,2,144,56,2,,,,,,d,E,
376,15,3,12360,192,1758.268,0.111860795454545,32,,D3,fff,24,144,50,24,,,,,,,e,
376,15,3,12360,192,1758.38,,,,,,,144,50,0,,,,,,,,
376,16,3,12361,213,1758.38,0.111860795454545,32,,C#2,ff+,23,144,37,23,,,,,,,e,
376,16,3,12361,213,1758.491,,,,,,,144,37,0,,,,,,,,
376,17,3,12362,234,1758.491,0.1171875,32,,A1,f+,21,144,33,21,,,,,,,e,
376,11,1,12356,128,1758.537,,,,,,,144,75,0,,,,,,,,
376,20,4,12363,253,1758.593,1.36363636363636,4,,G#1,f,20,144,32,20,,,,,,,,
376,14,1,12359,179,1758.609,,,,,,,144,56,0,,,,,,,,
376,17,3,12362,234,1758.609,,,,,,,144,33,0,,,,,,,,
376,18,1,12364,256,1758.609,,,,<R>,,,176,102,0,,,,,,,,
376,19,3,12365,256,1758.609,0.111860795454545,32,,G#3,f,20,144,56,20,,,,,,,e,
376,19,3,12365,256,1758.721,,,,,,,144,56,0,,,,,,,,
376,21,3,12366,277,1758.721,0.111860795454545,32,,A1,mf+,18,144,33,18,,,,,,,e,
376,21,3,12366,277,1758.832,,,,,,,144,33,0,,,,,,,,
376,22,3,12367,298,1758.832,0.1171875,32,,G#3,mf,17,144,56,17,,,,,,,e,
376,22,3,12367,298,1758.95,,,,,,,144,56,0,,,,,,,,
376,23,3,12368,320,1758.95,0.111860795454545,32,,D3,mp+,15,144,50,15,,,,,,,e,
376,23,3,12368,320,1759.061,,,,,,,144,50,0,,,,,,,,
376,24,3,12369,341,1759.061,0.229048295454545,16,,C#2,mp,14,144,37,14,,,,,,,E 6039,
376,25,3,12370,384,1759.29,0.111860795454545,32,,A1,p,11,144,33,11,,,,,,,,
376,25,3,12370,384,1759.402,,,,,,,144,33,0,,,,,,,,
376,26,3,12371,405,1759.402,0.111860795454545,32,,G#3,pp+,9,144,56,9,,,,,,,,
376,26,3,12371,405,1759.514,,,,,,,144,56,0,,,,,,,,
376,27,3,12372,426,1759.514,0.1171875,32,,A1,pp,8,144,33,8,,,,,,d,,
376,27,3,12372,426,1759.631,,,,,,,144,33,0,,,,,,,,
376,28,0,12373,448,1759.631,,,,,,,176,64,0,,,,,^,,,
376,29,3,12374,448,1759.631,0.223721590909091,16,,G#3,pp,8,144,56,8,,,,,,D 6039,,
376,24,3,12369,341,1759.665,,,,,,,144,37,0,,,,,,,,
376,29,3,12374,448,1759.855,,,,,,,144,56,0,,,,,,,,
376,30,3,12375,490,1759.855,,,,<R>,,,176,102,0,,,,,,,,
376,31,0,12376,490,1759.855,,,,,,,,,,,6039,,,,,,
376,35,3,12377,,1759.956,0.05,8,,D2,mf,17,144,38,17,,,,g,,d,,
376,35,3,12377,,1760.006,,,,,,,144,38,0,,,,,,,,
376,36,3,12378,,1760.031,0.05,8,,F2,mf,17,144,41,17,,,,g,,d,,
376,36,3,12378,,1760.081,,,,,,,144,41,0,,,,,,,,
376,37,3,12379,,1760.106,0.05,8,,D2,mf,17,144,38,17,,,,g,,,,
376,37,3,12379,,1760.156,,,,,,,144,38,0,,,,,,,,
376,38,3,12380,509,1760.181,0.543323863636364,8,,C#1,mf,17,144,25,17,,,,,,,,
376,39,4,12381,509,1760.181,,,,<R>,,,176,102,0,,,,,,,,
376,33,1,12382,512,1760.197,,,,<R>,,,176,102,0,,,,,,,,
376,34,2,12383,512,1760.197,,,,<R>,,,176,102,0,,,,,,,,
376,32,0,12384,512,1760.197,,,,,,,176,64,127,,,,,V,,,
376,20,4,12363,253,1760.331,,,,,,,144,32,0,,,,,,,,
376,40,2,12385,597,1760.65,0.111860795454545,32,,D4,mp,14,144,62,14,,,,,,d,,
376,38,3,12380,509,1760.725,,,,,,,144,25,0,,,,,,,,
376,41,3,12386,611,1760.725,0.41015625,16,,G#2,p,11,144,44,11,,,,,,,,
376,40,2,12385,597,1760.762,,,,,,,144,62,0,,,,,,,,
376,42,2,12387,618,1760.762,0.1171875,32,,A#4,p+,12,144,70,12,,,,,,,,
376,42,2,12387,618,1760.879,,,,,,,144,70,0,,,,,,,,
376,43,2,12388,640,1760.879,0.111860795454545,32,,D4,p-,10,144,62,10,,,,,,,,
376,43,2,12388,640,1760.991,,,,,,,144,62,0,,,,,,,,
376,44,2,12389,661,1760.991,0.111860795454545,32,,F#4,pp+,9,144,66,9,,,,,,,,
376,44,2,12389,661,1761.103,,,,,,,144,66,0,,,,,,,,
376,45,1,12390,682,1761.103,0.458096590909091,8,,G#4,pp-,7,144,68,7,,,,,,,,
376,46,2,12391,682,1761.103,0.1171875,32,,D4,pp-,7,144,62,7,,,,,,,,
376,41,3,12386,611,1761.135,,,,,,,144,44,0,,,,,,,,
376,47,3,12392,688,1761.135,0.133167613636364,32,,A0,pp,8,144,21,8,,,,,,,,
376,46,2,12391,682,1761.22,,,,,,,144,62,0,,,,,,,,
376,48,0,12393,704,1761.22,,,,,,,176,64,0,,,,,^,,,
376,49,2,12394,704,1761.22,0.340909090909091,16,,F4,ppp,5,144,65,5,,,,,,,,
376,47,3,12392,688,1761.268,,,,,,,144,21,0,,,,,,,,
376,50,3,12395,713,1761.268,0.276988636363636,16,,F1,ppp,5,144,29,5,,,,,,d,,
376,51,3,12396,765,1761.545,0.271661931818182,16,,F1,,,,,,,,,,,,,
376,45,1,12390,682,1761.561,,,,,,,144,68,0,,,,,,,,
376,49,2,12394,704,1761.561,,,,,,,144,65,0,,,,,,,,
376,52,1,12397,768,1761.561,,,,<R>,,,176,102,0,,,,,,,,
376,53,2,12398,768,1761.561,0.681818181818182,8,,C2,ppp,5,144,36,5,,,,,,D 6040,,
376,50,3,12395,713,1761.817,,,,,,,144,29,0,,,,,,,,
376,54,3,12399,816,1761.817,,,,<R>,,,176,102,0,,,,,,,,
376,55,3,12400,841,1761.95,0.138494318181818,32,,D1,ppp-,4,144,26,4,,,,,,,,
376,55,3,12400,841,1762.088,,,,,,,144,26,0,,,,,,,,
376,56,3,12401,867,1762.088,0.138494318181818,32,,F1,ppp-,4,144,29,4,,,,,,,,
376,56,3,12401,867,1762.227,,,,,,,144,29,0,,,,,,,,
376,58,3,12402,893,1762.227,0.271661931818182,16,,D1,ppp-,4,144,26,4,,,,,,,,
376,57,2,12403,896,1762.243,0.681818181818182,8,,G#5,ppp,5,144,80,5,,,,,,,,
376,53,2,12398,768,1762.243,,,,,,,144,36,0,,,,,,,,
