meas,index,voice,loc,tick,sec,dur,rval,dot_cnt,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,pedal,dyn,even,tempo
,2972,,,0,47.231352,,,,,,,176,64,110,,,,,,,,
,2973,,,0,47.241768,,,,,,,176,67,25,,,,,,,,
,2974,,,0,47.24958,,,,,,,176,64,111,,,,,,,,
,2975,,,0,47.252184,,,,,,,176,67,26,,,,,,,,
,2976,,,0,47.270412,,,,,,,176,64,110,,,,,,,,
,2977,,,0,47.273016,,,,,,,176,67,27,,,,,,,,
,2978,,,0,47.280828,,,,,,,176,64,107,,,,,,,,
,2979,,,0,47.291244,,,,,,,176,64,101,,,,,,,,
,2980,,,0,47.291244,,,,,,,176,67,33,,,,,,,,
310,2981,3,9536,0,47.293848,26,32.0,0,A#0,ff,22,144,22,87,,,,,,D,,
,2982,,,0,47.30166,,,,,,,176,64,87,,,,,,,,
,2983,,,0,47.30166,,,,,,,176,67,36,,,,,,,,
,2984,,,0,47.312076,,,,,,,176,64,61,,,,,,,,
,2985,,,0,47.312076,,,,,,,176,67,40,,,,,,,,
,2986,,,0,47.319888,,,,,,,176,64,27,,,,,,,,
,2987,,,0,47.322492,,,,,,,176,67,46,,,,,,,,
,2988,,,0,47.330304,,,,,,,176,64,9,,,,,,,,
,2989,,,0,47.332908,,,,,,,176,67,51,,,,,,,,
,2990,,,0,47.34072,,,,,,,176,64,0,,,,,,,,
,2991,,,0,47.34072,,,,,,,176,67,56,,,,,,,,
,2992,,,0,47.351136,,,,,,,176,64,3,,,,,,,,
,2993,,,0,47.351136,,,,,,,176,67,65,,,,,,,,
,2994,,,0,47.35374,,,,,,,144,30,0,,,,,,,,
,2995,,,0,47.361552,,,,,,,176,64,2,,,,,,,,
,2996,,,0,47.361552,,,,,,,176,67,73,,,,,,,,
,2997,,,0,47.371968,,,,,,,176,64,6,,,,,,,,
,2998,,,0,47.371968,,,,,,,176,67,81,,,,,,,,
,2999,,,0,47.37978,,,,,,,176,64,17,,,,,,,,
,3000,,,0,47.382384,,,,,,,176,67,91,,,,,,,,
,3001,,,0,47.390196,,,,,,,176,64,23,,,,,,,,
,3002,,,0,47.3928,,,,,,,176,67,97,,,,,,,,
,3003,,,0,47.400612,,,,,,,176,64,30,,,,,,,,
,3004,,,0,47.400612,,,,,,,176,67,101,,,,,,,,
,3005,,,0,47.411028,,,,,,,176,64,37,,,,,,,,
,3006,,,0,47.411028,,,,,,,176,67,106,,,,,,,,
,3007,,,0,47.421444,,,,,,,176,64,51,,,,,,,,
,3008,,,0,47.421444,,,,,,,176,67,107,,,,,,,,
,3009,,,0,47.43186,,,,,,,176,64,71,,,,,,,,
,3010,,,0,47.43186,,,,,,,176,67,108,,,,,,,,
,3011,,,0,47.434464,,,,,,,144,22,0,,,,,,,,
,3012,,,0,47.439672,,,,,,,176,64,95,,,,,,,,
,3013,,,0,47.442276,,,,,,,176,67,107,,,,,,,,
,3014,,,0,47.450088,,,,,,,176,64,114,,,,,,,,
,3015,,,0,47.460504,,,,,,,176,64,112,,,,,,,,
,3016,,,0,47.460504,,,,,,,176,67,108,,,,,,,,
,3017,,,0,47.47092,,,,,,,176,64,108,,,,,,,,
,3018,,,0,47.47092,,,,,,,176,67,107,,,,,,,,
,3019,,,0,47.481336,,,,,,,176,64,107,,,,,,,,
,3020,,,0,47.499564,,,,,,,176,64,110,,,,,,,,
,3021,,,0,47.50998,,,,,,,176,64,107,,,,,,,,
,3022,,,0,47.520396,,,,,,,176,64,109,,,,,,,,
,3023,,,0,47.530812,,,,,,,176,64,110,,,,,,,,
,3024,,,0,47.541228,,,,,,,176,64,109,,,,,,,,
,3025,,,0,47.569872,,,,,,,176,64,111,,,,,,,,
,3026,,,0,47.580288,,,,,,,176,64,110,,,,,,,,
,3027,,,0,47.60112,,,,,,,176,64,109,,,,,,,,
,3028,,,0,47.611536,,,,,,,176,64,111,,,,,,,,
,3029,,,0,47.621952,,,,,,,176,64,110,,,,,,,,
,3030,,,0,47.661012,,,,,,,176,64,111,,,,,,,,
,3031,,,0,47.671428,,,,,,,176,64,109,,,,,,,,
,3032,,,0,47.67924,,,,,,,144,96,0,,,,,,,,
,3033,,,0,47.681844,,,,,,,176,64,110,,,,,,,,
,3034,,,0,47.689656,,,,,,,144,98,0,,,,,,,,
,3035,,,0,47.73132,,,,,,,176,64,111,,,,,,,,
,3036,,,0,47.73132,,,,,,,176,67,108,,,,,,,,
,3037,,,0,47.741736,,,,,,,176,64,110,,,,,,,,
,3038,,,0,47.741736,,,,,,,176,67,107,,,,,,,,
,3039,,,0,47.749548,,,,,,,176,64,108,,,,,,,,
,3040,,,0,47.752152,,,,,,,176,67,108,,,,,,,,
,3041,,,0,47.759964,,,,,,,176,64,107,,,,,,,,
,3042,,,0,47.762568,,,,,,,176,67,113,,,,,,,,
310,3043,3,9537,0,47.767776,25,32.0,0,F#1,f,20,144,30,59,,,,,,,,
,3044,,,0,47.77038,,,,,,,176,67,114,,,,,,,,
,3045,,,0,47.780796,,,,,,,176,64,102,,,,,,,,
,3046,,,0,47.786004,,,,,,,176,67,120,,,,,,,,
,3047,,,0,47.793816,,,,,,,176,64,91,,,,,,,,
,3048,,,0,47.793816,,,,,,,176,67,124,,,,,,,,
,3049,,,0,47.801628,,,,,,,176,64,67,,,,,,,,
,3050,,,0,47.801628,,,,,,,176,67,127,,,,,,,,
,3051,,,0,47.80944,,,,,,,176,64,36,,,,,,,,
,3052,,,0,47.819856,,,,,,,176,64,7,,,,,,,,
,3053,,,0,47.830272,,,,,,,176,64,0,,,,,,,,
,3054,,,0,48.022968,,,,,,,144,30,0,,,,,,,,
310,3055,3,9539,0,48.035988,51,16.0,0,C2,mf,17,144,36,34,,,,,,,,
,3056,,,0,48.111504,,,,,,,144,36,0,,,,,,,,
,3057,,,0,48.129732,,,,,,,176,64,3,,,,,,,,
310,3058,3,9540,0,48.137544,26,32.0,0,B1,mp-,13,144,35,43,,,,,,,,
,3059,,,0,48.140148,,,,,,,176,64,11,,,,,,,,
,3060,,,0,48.150564,,,,,,,176,64,19,,,,,,,,
,3061,,,0,48.16098,,,,,,,176,64,26,,,,,,,,
,3062,,,0,48.171396,,,,,,,176,64,31,,,,,,,,
,3063,,,0,48.181812,,,,,,,176,64,38,,,,,,,,
,3064,,,0,48.189624,,,,,,,176,64,42,,,,,,,,
,3065,,,0,48.20004,,,,,,,176,64,51,,,,,,,,
,3066,,,0,48.210456,,,,,,,176,64,62,,,,,,,,
,3067,,,0,48.220872,,,,,,,176,64,73,,,,,,,,
,3068,,,0,48.231288,,,,,,,176,64,86,,,,,,,,
,3069,,,0,48.231288,,,,,,,144,35,0,,,,,,,,
310,3070,3,9542,0,48.233892,26,32.0,0,C2,p-,10,144,36,52,,,,,,,,
,3071,,,0,48.241704,,,,,,,176,64,96,,,,,,,,
,3072,,,0,48.249516,,,,,,,176,64,102,,,,,,,,
,3073,,,0,48.259932,,,,,,,176,64,103,,,,,,,,
,3074,,,0,48.280764,,,,,,,176,64,102,,,,,,,,
,3075,,,0,48.301596,,,,,,,176,64,103,,,,,,,,
,3076,,,0,48.319824,,,,,,,176,64,102,,,,,,,,
,3077,,,0,48.33024,,,,,,,176,64,103,,,,,,,,
310,3078,3,9543,0,48.335448,25,32.0,0,B1,pp,8,144,35,1,,,,,,d,,
,3079,,,0,48.340656,,,,,,,176,64,102,,,,,,,,
,3080,,,0,48.351072,,,,,,,176,64,103,,,,,,,,
,3081,,,0,48.374508,,,,,,,144,36,0,,,,,,,,
,3082,,,0,48.42138,,,,,,,176,64,102,,,,,,,,
,3083,,,0,48.431796,,,,,,,176,64,103,,,,,,,,
,3084,,,0,48.439608,,,,,,,176,64,102,,,,,,,,
,3085,,,0,48.450024,,,,,,,176,64,103,,,,,,,,
,3086,,,0,48.470856,,,,,,,176,64,102,,,,,,,,
,3087,,,0,48.481272,,,,,,,176,64,103,,,,,,,,
,3088,,,0,48.4995,,,,,,,176,64,102,,,,,,,,
,3089,,,0,48.509916,,,,,,,176,64,103,,,,,,,,
,3090,,,0,48.530748,,,,,,,176,64,102,,,,,,,,
,3091,,,0,48.541164,,,,,,,176,64,103,,,,,,,,
,3092,,,0,48.569808,,,,,,,176,64,102,,,,,,,,
,3093,,,0,48.580224,,,,,,,176,64,103,,,,,,,,
,3094,,,0,48.595848,,,,,,,144,35,0,,,,,,,,
,3095,,,0,48.640116,,,,,,,176,64,102,,,,,,,,
,3096,,,0,48.650532,,,,,,,176,64,103,,,,,,,,
,3097,,,0,48.660948,,,,,,,176,64,102,,,,,,,,
,3098,,,0,48.671364,,,,,,,176,64,103,,,,,,,,
,3099,,,0,48.79896,,,,,,,176,64,102,,,,,,,,
,3100,,,0,48.809376,,,,,,,176,64,103,,,,,,,,
,3101,,,0,48.830208,,,,,,,176,64,102,,,,,,,,
,3102,,,0,48.840624,,,,,,,176,64,99,,,,,,,,
310,3103,3,9547,0,48.848436,512,2.0,0,A#0,mp,14,144,22,27,,,,,,d,,
,3104,,,0,48.848436,,,,,,,176,64,93,,,,,,,,
310,3105,3,9550,0,48.85104,512,2.0,0,F#1,mp,14,144,30,33,,,,,,d,,
310,3106,3,9549,0,48.853644,512,2.0,0,E1,mp,14,144,28,44,,,,,,d,,
310,3107,1,9546,0,48.853644,512,2.0,0,F#6,mp,14,144,90,44,,,,,,d,,
310,3108,3,9551,0,48.858852,512,2.0,0,B1,mp,14,144,35,1,,,,,,d,,
,3109,,,0,48.861456,,,,,,,176,64,83,,,,,,,,
,3110,,,0,48.869268,,,,,,,176,64,69,,,,,,,,
,3111,,,0,48.879684,,,,,,,176,64,49,,,,,,,,
,3112,,,0,48.8901,,,,,,,176,64,29,,,,,,,,
310,3113,3,9552,0,48.897912,512,2.0,0,C2,mp,14,144,36,19,,,,,,d,,
,3114,,,0,48.900516,,,,,,,176,64,13,,,,,,,,
,3115,,,0,48.908328,,,,,,,176,64,1,,,,,,,,
,3116,,,0,48.918744,,,,,,,176,64,0,,,,,,,,
,3117,,,0,49.168728,,,,,,,176,64,5,,,,,,,,
,3118,,,0,49.179144,,,,,,,176,64,13,,,,,,,,
,3119,,,0,49.18956,,,,,,,176,64,19,,,,,,,,
,3120,,,0,49.199976,,,,,,,176,64,26,,,,,,,,
,3121,,,0,49.210392,,,,,,,176,64,31,,,,,,,,
,3122,,,0,49.212996,,,,,,,144,36,0,,,,,,,,
,3123,,,0,49.220808,,,,,,,176,64,37,,,,,,,,
,3124,,,0,49.22862,,,,,,,144,35,0,,,,,,,,
,3125,,,0,49.22862,,,,,,,176,64,45,,,,,,,,
,3126,,,0,49.239036,,,,,,,176,64,53,,,,,,,,
,3127,,,0,49.249452,,,,,,,176,64,64,,,,,,,,
,3128,,,0,49.252056,,,,,,,144,22,0,,,,,,,,
,3129,,,0,49.259868,,,,,,,176,64,73,,,,,,,,
,3130,,,0,49.270284,,,,,,,176,64,83,,,,,,,,
,3131,,,0,49.2807,,,,,,,176,64,91,,,,,,,,
,3132,,,0,49.288512,,,,,,,176,64,98,,,,,,,,
,3133,,,0,49.29372,,,,,,,144,28,0,,,,,,,,
,3134,,,0,49.298928,,,,,,,176,64,102,,,,,,,,
,3135,,,0,49.311948,,,,,,,144,30,0,,,,,,,,
,3136,,,0,49.311948,,,,,,,176,64,103,,,,,,,,
,3137,,,0,49.48902,,,,,,,176,64,102,,,,,,,,
,3138,,,0,49.509852,,,,,,,176,64,103,,,,,,,,
,3139,,,0,49.548912,,,,,,,176,64,102,,,,,,,,
,3140,,,0,49.559328,,,,,,,176,64,103,,,,,,,,
,3141,,,0,49.569744,,,,,,,176,64,102,,,,,,,,
,3142,,,0,49.58016,,,,,,,176,64,103,,,,,,,,
,3143,,,0,49.629636,,,,,,,144,90,0,,,,,,,,
,3144,,,0,49.629636,,,,,,,176,64,102,,,,,,,,
,3145,,,0,49.650468,,,,,,,176,64,103,,,,,,,,
,3146,,,0,49.759836,,,,,,,176,64,102,,,,,,,,
,3147,,,0,49.770252,,,,,,,176,64,103,,,,,,,,
,3148,,,0,49.87962,,,,,,,176,64,102,,,,,,,,
,3149,,,0,49.890036,,,,,,,176,64,103,,,,,,,,
,3150,,,0,49.900452,,,,,,,176,64,102,,,,,,,,
,3151,,,0,49.908264,,,,,,,176,64,103,,,,,,,,
,3152,,,0,49.978572,,,,,,,176,64,102,,,,,,,,
,3153,,,0,49.988988,,,,,,,176,64,103,,,,,,,,
,3154,,,0,50.199912,,,,,,,176,64,102,,,,,,,,
,3155,,,0,50.210328,,,,,,,176,64,103,,,,,,,,
,3156,,,0,50.220744,,,,,,,176,64,102,,,,,,,,
,3157,,,0,50.228556,,,,,,,176,64,103,,,,,,,,
,3158,,,0,50.249388,,,,,,,176,64,102,,,,,,,,
,3159,,,0,50.259804,,,,,,,176,64,103,,,,,,,,
,3160,,,0,50.280636,,,,,,,176,64,102,,,,,,,,
,3161,,,0,50.288448,,,,,,,176,64,103,,,,,,,,
,3162,,,0,50.30928,,,,,,,176,64,102,,,,,,,,
,3163,,,0,50.319696,,,,,,,176,64,103,,,,,,,,
,3164,,,0,50.340528,,,,,,,176,64,102,,,,,,,,
,3165,,,0,50.34834,,,,,,,176,64,103,,,,,,,,
,3166,,,0,50.390004,,,,,,,176,64,102,,,,,,,,
,3167,,,0,50.40042,,,,,,,176,64,103,,,,,,,,
,3168,,,0,50.408232,,,,,,,176,64,102,,,,,,,,
,3169,,,0,50.429064,,,,,,,176,64,103,,,,,,,,
,3170,,,0,50.449896,,,,,,,176,64,102,,,,,,,,
,3171,,,0,50.470728,,,,,,,176,64,103,,,,,,,,
,3172,,,0,50.47854,,,,,,,176,64,102,,,,,,,,
,3173,,,0,50.488956,,,,,,,176,64,103,,,,,,,,
,3174,,,0,50.53062,,,,,,,176,64,102,,,,,,,,
,3175,,,0,50.551452,,,,,,,176,64,103,,,,,,,,
,3176,,,0,50.56968,,,,,,,176,64,102,,,,,,,,
,3177,,,0,50.580096,,,,,,,176,64,103,,,,,,,,
,3178,,,0,50.710296,,,,,,,176,64,102,,,,,,,,
,3179,,,0,50.728524,,,,,,,176,64,103,,,,,,,,
,3180,,,0,50.83008,,,,,,,176,64,102,,,,,,,,
,3181,,,0,50.840496,,,,,,,176,64,103,,,,,,,,
,3182,,,0,50.9082,,,,,,,176,64,102,,,,,,,,
,3183,,,0,50.918616,,,,,,,176,64,103,,,,,,,,
310,3184,3,9550,0,50.983716,512,2.0,0,F#1,mp,14,144,30,11,,,,,,d,,
310,3185,3,9560,0,50.983716,512,2.0,1,B1,ppp,5,144,35,6,,,,,,D,,
310,3186,3,9561,0,50.994132,512,2.0,1,C2,ppp,5,144,36,9,,,,,,D 6012,,
310,3187,3,9558,0,51.001944,512,2.0,1,E1,ppp,5,144,28,24,,,,,,D,,
310,3188,3,9556,0,51.004548,768,2.0,1,A#0,ppp,5,144,22,6,,,,,,D,,
310,3189,3,9557,0,51.022776,512,2.0,1,D#1,ppp,5,144,27,18,,,,,,D,,
,3190,,,0,51.158184,,,,,,,176,64,102,,,,,,,,
,3191,,,0,51.1686,,,,,,,176,64,103,,,,,,,,
,3192,,,0,51.25974,,,,,,,176,64,102,,,,,,,,
,3193,,,0,51.270156,,,,,,,176,64,99,,,,,,,,
,3194,,,0,51.319632,,,,,,,176,64,96,,,,,,,,
,3195,,,0,51.330048,,,,,,,176,64,99,,,,,,,,
,3196,,,0,51.340464,,,,,,,176,64,96,,,,,,,,
,3197,,,0,51.348276,,,,,,,176,64,99,,,,,,,,
,3198,,,0,51.358692,,,,,,,176,64,95,,,,,,,,
,3199,,,0,51.379524,,,,,,,176,64,92,,,,,,,,
,3200,,,0,51.38994,,,,,,,176,64,91,,,,,,,,
,3201,,,0,51.400356,,,,,,,176,64,88,,,,,,,,
,3202,,,0,51.408168,,,,,,,176,64,86,,,,,,,,
,3203,,,0,51.418584,,,,,,,176,64,83,,,,,,,,
,3204,,,0,51.429,,,,,,,176,64,79,,,,,,,,
,3205,,,0,51.449832,,,,,,,176,64,75,,,,,,,,
,3206,,,0,51.478476,,,,,,,176,64,74,,,,,,,,
,3207,,,0,51.488892,,,,,,,176,64,71,,,,,,,,
,3208,,,0,51.499308,,,,,,,176,64,68,,,,,,,,
,3209,,,0,51.509724,,,,,,,176,64,67,,,,,,,,
,3210,,,0,51.52014,,,,,,,176,64,63,,,,,,,,
,3211,,,0,51.530556,,,,,,,176,64,59,,,,,,,,
,3212,,,0,51.538368,,,,,,,176,64,57,,,,,,,,
,3213,,,0,51.548784,,,,,,,176,64,54,,,,,,,,
,3214,,,0,51.5592,,,,,,,176,64,51,,,,,,,,
,3215,,,0,51.569616,,,,,,,176,64,48,,,,,,,,
,3216,,,0,51.580032,,,,,,,176,64,47,,,,,,,,
,3217,,,0,51.590448,,,,,,,176,64,43,,,,,,,,
,3218,,,0,51.608676,,,,,,,176,64,41,,,,,,,,
,3219,,,0,51.619092,,,,,,,176,64,39,,,,,,,,
,3220,,,0,51.65034,,,,,,,176,64,36,,,,,,,,
,3221,,,0,51.658152,,,,,,,176,64,35,,,,,,,,
,3222,,,0,51.678984,,,,,,,176,64,34,,,,,,,,
,3223,,,0,51.697212,,,,,,,176,64,31,,,,,,,,
,3224,,,0,51.720648,,,,,,,176,64,30,,,,,,,,
,3225,,,0,51.738876,,,,,,,176,64,28,,,,,,,,
,3226,,,0,51.749292,,,,,,,176,64,31,,,,,,,,
,3227,,,0,51.759708,,,,,,,176,64,28,,,,,,,,
,3228,,,0,51.788352,,,,,,,176,64,27,,,,,,,,
,3229,,,0,51.889908,,,,,,,176,64,26,,,,,,,,
,3230,,,0,51.900324,,,,,,,176,64,27,,,,,,,,
,3231,,,0,51.908136,,,,,,,176,64,24,,,,,,,,
,3232,,,0,51.918552,,,,,,,176,64,22,,,,,,,,
,3233,,,0,51.939384,,,,,,,176,64,19,,,,,,,,
,3234,,,0,51.978444,,,,,,,176,64,17,,,,,,,,
,3235,,,0,51.98886,,,,,,,176,64,12,,,,,,,,
,3236,,,0,51.999276,,,,,,,176,64,11,,,,,,,,
,3237,,,0,52.020108,,,,,,,176,64,9,,,,,,,,
,3238,,,0,52.030524,,,,,,,176,64,6,,,,,,,,
,3239,,,0,52.038336,,,,,,,176,64,4,,,,,,,,
,3240,,,0,52.048752,,,,,,,176,64,3,,,,,,,,
,3241,,,0,52.08,,,,,,,176,64,1,,,,,,,,
,3242,,,0,52.090416,,,,,,,176,64,0,,,,,,,,
,3243,,,0,52.879428,,,,,,,176,64,3,,,,,,,,
,3244,,,0,52.889844,,,,,,,176,64,4,,,,,,,,
,3245,,,0,52.908072,,,,,,,176,64,3,,,,,,,,
,3246,,,0,52.918488,,,,,,,176,64,5,,,,,,,,
,3247,,,0,52.928904,,,,,,,176,64,7,,,,,,,,
,3248,,,0,52.93932,,,,,,,176,64,10,,,,,,,,
,3249,,,0,52.949736,,,,,,,176,64,11,,,,,,,,
,3250,,,0,52.97838,,,,,,,176,64,19,,,,,,,,
,3251,,,0,53.020044,,,,,,,176,64,20,,,,,,,,
,3252,,,0,53.03046,,,,,,,176,64,21,,,,,,,,
,3253,,,0,53.040876,,,,,,,176,64,26,,,,,,,,
,3254,,,0,53.059104,,,,,,,176,64,27,,,,,,,,
,3255,,,0,53.06952,,,,,,,176,64,28,,,,,,,,
,3256,,,0,53.079936,,,,,,,176,64,32,,,,,,,,
,3257,,,0,53.090352,,,,,,,176,64,35,,,,,,,,
,3258,,,0,53.100768,,,,,,,176,64,39,,,,,,,,
,3259,,,0,53.111184,,,,,,,176,64,43,,,,,,,,
,3260,,,0,53.118996,,,,,,,176,64,50,,,,,,,,
,3261,,,0,53.132016,,,,,,,176,64,57,,,,,,,,
,3262,,,0,53.139828,,,,,,,176,64,65,,,,,,,,
,3263,,,0,53.150244,,,,,,,176,64,73,,,,,,,,
,3264,,,0,53.158056,,,,,,,176,64,81,,,,,,,,
,3265,,,0,53.168472,,,,,,,176,64,89,,,,,,,,
,3266,,,0,53.178888,,,,,,,176,64,95,,,,,,,,
,3267,,,0,53.189304,,,,,,,176,64,101,,,,,,,,
,3268,,,0,53.202324,,,,,,,176,64,103,,,,,,,,
,3269,,,0,53.358564,,,,,,,176,64,102,,,,,,,,
,3270,,,0,53.379396,,,,,,,176,64,103,,,,,,,,
,3271,,,0,53.400228,,,,,,,176,64,102,,,,,,,,
,3272,,,0,53.410644,,,,,,,176,64,103,,,,,,,,
,3273,,,0,53.428872,,,,,,,176,64,102,,,,,,,,
,3274,,,0,53.439288,,,,,,,176,64,103,,,,,,,,
,3275,,,0,53.488764,,,,,,,176,64,102,,,,,,,,
,3276,,,0,53.49918,,,,,,,176,64,103,,,,,,,,
,3277,,,0,53.569488,,,,,,,176,64,102,,,,,,,,
,3278,,,0,53.579904,,,,,,,176,64,103,,,,,,,,
,3279,,,0,53.582508,,,,,,,144,36,0,,,,,,,,
,3280,,,0,53.595528,,,,,,,144,28,0,,,,,,,,
,3281,,,0,53.598132,,,,,,,144,35,0,,,,,,,,
,3282,,,0,53.611152,,,,,,,144,27,0,,,,,,,,
,3283,,,0,53.621568,,,,,,,144,30,0,,,,,,,,
,3284,,,0,53.62938,,,,,,,144,22,0,,,,,,,,
,3285,,,0,53.678856,,,,,,,176,64,102,,,,,,,,
,3286,,,0,53.689272,,,,,,,176,64,103,,,,,,,,
,3287,,,0,53.75958,,,,,,,176,64,102,,,,,,,,
,3288,,,0,53.769996,,,,,,,176,64,103,,,,,,,,
,3289,,,0,53.809056,,,,,,,176,64,102,,,,,,,,
,3290,,,0,53.819472,,,,,,,176,64,103,,,,,,,,
310,3291,3,9556,0,53.962692,768,2.0,1,A#0,ppp,5,144,22,76,,,,,,D,,
311,3292,3,9567,0,53.970504,64,16.0,0,F#1,fff,24,144,30,86,,,,,,,,
311,3293,3,9568,0,53.973108,64,16.0,0,B1,fff,24,144,35,73,,,,,,,,
311,3294,1,9563,0,53.975712,1536,1.0,1,F#6,f,20,144,90,100,,,,,,,,
311,3295,3,9566,0,53.978316,64,16.0,0,E1,fff,24,144,28,74,,,,,,,,
311,3296,3,9569,0,53.98092,64,16.0,0,C2,fff,24,144,36,82,,,,,,,,
311,3297,3,9565,0,53.991336,64,16.0,0,D#1,fff,24,144,27,66,,,,,,,,
,3298,,,0,53.999148,,,,,,,176,64,104,,,,,,,,
,3299,,,0,54.009564,,,,,,,176,64,103,,,,,,,,
,3300,,,0,54.01998,,,,,,,176,64,104,,,,,,,,
,3301,,,0,54.027792,,,,,,,144,33,24,,,,,,,,
,3302,,,0,54.027792,,,,,,,176,64,103,,,,,,,,
,3303,,,0,54.033,,,,,,,144,91,38,,,,,,,,
,3304,,,0,54.048624,,,,,,,144,36,0,,,,,,,,
,3305,,,0,54.048624,,,,,,,176,64,94,,,,,,,,
,3306,,,0,54.056436,,,,,,,144,22,0,,,,,,,,
,3307,,,0,54.05904,,,,,,,144,35,0,,,,,,,,
,3308,,,0,54.05904,,,,,,,176,64,77,,,,,,,,
,3309,,,0,54.069456,,,,,,,176,64,49,,,,,,,,
,3310,,,0,54.074664,,,,,,,144,27,0,,,,,,,,
,3311,,,0,54.079872,,,,,,,176,64,16,,,,,,,,
,3312,,,0,54.082476,,,,,,,144,28,0,,,,,,,,
,3313,,,0,54.090288,,,,,,,176,64,0,,,,,,,,
,3314,,,0,54.103308,,,,,,,144,30,0,,,,,,,,
,3315,,,0,54.105912,,,,,,,144,33,0,,,,,,,,
,3316,,,0,54.181428,,,,,,,144,91,0,,,,,,,,
,3317,,,0,54.329856,,,,,,,176,67,126,,,,,,,,
,3318,,,0,54.340272,,,,,,,176,67,124,,,,,,,,
,3319,,,0,54.350688,,,,,,,176,67,122,,,,,,,,
,3320,,,0,54.361104,,,,,,,176,67,121,,,,,,,,
,3321,,,0,54.389748,,,,,,,176,67,119,,,,,,,,
,3322,,,0,54.400164,,,,,,,176,67,117,,,,,,,,
,3323,,,0,54.407976,,,,,,,176,67,116,,,,,,,,
,3324,,,0,54.418392,,,,,,,176,67,117,,,,,,,,
,3325,,,0,54.428808,,,,,,,176,67,116,,,,,,,,
,3326,,,0,54.439224,,,,,,,176,67,117,,,,,,,,
,3327,,,0,54.44964,,,,,,,176,67,116,,,,,,,,
,3328,,,0,54.460056,,,,,,,176,67,117,,,,,,,,
,3329,,,0,54.467868,,,,,,,176,67,116,,,,,,,,
,3330,,,0,54.478284,,,,,,,176,67,118,,,,,,,,
,3331,,,0,54.4887,,,,,,,176,67,117,,,,,,,,
,3332,,,0,54.499116,,,,,,,176,64,6,,,,,,,,
,3333,,,0,54.509532,,,,,,,176,64,17,,,,,,,,
,3334,,,0,54.519948,,,,,,,176,64,23,,,,,,,,
,3335,,,0,54.522552,,,,,,,176,67,118,,,,,,,,
,3336,,,0,54.530364,,,,,,,176,64,30,,,,,,,,
,3337,,,0,54.530364,,,,,,,176,67,117,,,,,,,,
,3338,,,0,54.54078,,,,,,,176,64,37,,,,,,,,
,3339,,,0,54.548592,,,,,,,176,64,45,,,,,,,,
,3340,,,0,54.559008,,,,,,,176,64,56,,,,,,,,
,3341,,,0,54.569424,,,,,,,176,64,67,,,,,,,,
,3342,,,0,54.57984,,,,,,,176,64,77,,,,,,,,
,3343,,,0,54.590256,,,,,,,176,64,91,,,,,,,,
,3344,,,0,54.590256,,,,,,,176,67,119,,,,,,,,
,3345,,,0,54.600672,,,,,,,176,64,102,,,,,,,,
,3346,,,0,54.600672,,,,,,,176,67,118,,,,,,,,
,3347,,,0,54.611088,,,,,,,176,64,110,,,,,,,,
,3348,,,0,54.611088,,,,,,,176,67,117,,,,,,,,
,3349,,,0,54.6189,,,,,,,176,64,107,,,,,,,,
,3350,,,0,54.63192,,,,,,,176,67,118,,,,,,,,
,3351,,,0,54.65796,,,,,,,176,67,117,,,,,,,,
,3352,,,0,54.668376,,,,,,,176,67,118,,,,,,,,
,3353,,,0,54.689208,,,,,,,176,67,120,,,,,,,,
,3354,,,0,54.699624,,,,,,,176,67,118,,,,,,,,
,3355,,,0,54.71004,,,,,,,176,67,120,,,,,,,,
,3356,,,0,54.717852,,,,,,,176,67,118,,,,,,,,
,3357,,,0,54.730872,,,,,,,176,67,120,,,,,,,,
,3358,,,0,54.738684,,,,,,,176,67,118,,,,,,,,
,3359,,,0,54.7491,,,,,,,176,67,119,,,,,,,,
,3360,,,0,54.759516,,,,,,,176,67,120,,,,,,,,
,3361,,,0,54.777744,,,,,,,176,64,108,,,,,,,,
,3362,,,0,54.780348,,,,,,,176,67,121,,,,,,,,
,3363,,,0,54.78816,,,,,,,176,64,107,,,,,,,,
,3364,,,0,54.808992,,,,,,,176,64,108,,,,,,,,
,3365,,,0,54.819408,,,,,,,176,64,110,,,,,,,,
,3366,,,0,54.85326,,,,,,,176,64,109,,,,,,,,
,3367,,,0,54.85326,,,,,,,176,67,120,,,,,,,,
,3368,,,0,54.855864,,,,,,,176,64,110,,,,,,,,
,3369,,,0,54.861072,,,,,,,176,64,107,,,,,,,,
,3370,,,0,54.861072,,,,,,,176,67,119,,,,,,,,
,3371,,,0,54.868884,,,,,,,176,64,111,,,,,,,,
,3372,,,0,54.868884,,,,,,,176,67,121,,,,,,,,
,3373,,,0,54.8793,,,,,,,176,64,109,,,,,,,,
,3374,,,0,54.8793,,,,,,,176,67,120,,,,,,,,
,3375,,,0,54.889716,,,,,,,176,67,121,,,,,,,,
,3376,,,0,54.900132,,,,,,,176,67,120,,,,,,,,
,3377,,,0,54.907944,,,,,,,176,64,110,,,,,,,,
,3378,,,0,54.910548,,,,,,,176,67,119,,,,,,,,
,3379,,,0,54.91836,,,,,,,176,64,109,,,,,,,,
,3380,,,0,54.920964,,,,,,,176,67,118,,,,,,,,
,3381,,,0,54.928776,,,,,,,176,64,110,,,,,,,,
