opcode,meas,index,voice,loc,eloc,oloc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,tie,onset,pedal,dyn,even,tempo
non,48,24,1,10535,7574,4943,320,207.24199999999985,0.087890625,32.0,0,Ab2,mf,17,144,44,17,,,,,,o,,d,,
nof,48,22,3,10534,7575,,307,207.2919999999998,,,,,,,144,30,0,,,,,,,,,,
non,48,25,3,10536,7575,4944,332,207.2919999999998,0.108816964285714,32.0,0,B0,p,11,144,23,11,,,,,,o,,d,,
nof,48,24,1,10535,7576,,320,207.3299999999998,,,,,,,144,44,0,,,,,,,,,,
non,48,26,1,10537,7576,4945,341,207.3299999999998,0.715680803571429,4.0,0,C3,mf,17,144,48,17,,,,,t,o,,,,
non,48,28,3,10538,7577,4946,358,207.40099999999973,0.108816964285714,32.0,0,D1,pp,8,144,26,8,,,,,,o,,,,
nof,48,25,3,10536,7578,,332,207.40099999999973,,,,,,,144,23,0,,,,,,,,,,
ped,48,27,0,10539,7579,,358,207.44399999999985,,,,,,,176,64,127,,,,,,,V,,,
nof,48,28,3,10538,7580,,358,207.50999999999965,,,,,,,144,26,0,,,,,,,,,,
rst,48,29,3,10540,7580,,384,207.50999999999965,,,,<R>,,,176,102,0,,,,,,,,,,
non,48,30,1,10541,7581,,512,208.04499999999973,0.17578125,16.0,0,C3,,,,,,,,,,T,,,,,
non,48,31,2,10542,7581,4947,512,208.04499999999973,1.07142857142857,4.0,0,Bb4,ff,22,144,70,22,,,,,,o,,d,,t
rst,48,32,3,10543,7581,,512,208.04499999999973,,,,<R>,,,176,102,0,,,,,,,,,,
rst,48,33,4,10544,7581,,512,208.04499999999973,,,,<R>,,,176,102,0,,,,,,,,,,
nof,48,26,1,10537,7582,,341,208.22099999999966,,,,,,,144,48,0,,,,,,,,,,
non,48,34,1,10545,7582,4948,554,208.22099999999966,0.535714285714286,8.0,1,C3,mf,17,144,48,17,,,,,,o,,,,
non,48,35,3,10546,7583,4949,640,208.5809999999998,0.104631696428571,32.0,0,B0,f,20,144,23,20,,,,,,o,,,,
nof,48,35,3,10546,7584,,640,208.6859999999998,,,,,,,144,23,0,,,,,,,,,,
non,48,36,3,10547,7584,4950,665,208.6859999999998,0.108816964285714,32.0,0,D1,mf,17,144,26,17,,,,,,o,,,,
nof,48,34,1,10545,7585,,554,208.75699999999972,,,,,,,144,48,0,,,,,,,,,,
non,48,37,1,10548,7585,4951,682,208.75699999999972,0.359933035714286,8.0,0,Bb5,mf,17,144,82,17,,,,,,o,,,,
non,48,38,3,10549,7586,4952,691,208.79499999999973,0.104631696428571,32.0,0,F#1,mp,14,144,30,14,,,,,,o,,,,
nof,48,36,3,10547,7587,,665,208.79499999999973,,,,,,,144,26,0,,,,,,,,,,
nof,48,38,3,10549,7588,,691,208.89899999999977,,,,,,,144,30,0,,,,,,,,,,
non,48,39,3,10550,7588,4953,716,208.89899999999977,0.108816964285714,32.0,0,B0,p,11,144,23,11,,,,,,o,,,,
ped,48,40,0,10551,7589,,742,208.9559999999998,,,,,,,176,64,0,,,,,,,^,,,
nof,48,39,3,10550,7590,,716,209.0079999999997,,,,,,,144,23,0,,,,,,,,,,
non,48,41,3,10552,7590,4954,742,209.0079999999997,0.108816964285714,32.0,0,D1,pp,8,144,26,8,,,,,,o,,d,,
nof,48,37,1,10548,7591,,682,209.11699999999985,,,,,,,144,82,0,,,,,,,,,,
nof,48,31,2,10542,7592,,512,209.11699999999985,,,,,,,144,70,0,,,,,,,,,,
nof,48,41,3,10552,7592,,742,209.11699999999985,,,,,,,144,26,0,,,,,,,,,,
non,48,42,1,10553,7592,4955,768,209.11699999999985,0.133928571428571,32.0,0,E5,mf,17,144,76,17,,,,,t,o,,,,
non,48,43,1,10554,7592,4955,768,209.11699999999985,0.133928571428571,32.0,0,Bb5,mf,17,144,82,17,,,,,,o,,,,
non,48,44,2,10555,7592,4955,768,209.11699999999985,0.133928571428571,32.0,0,C3,pp,8,144,48,8,,,,,,o,,d,,t 6024
rst,48,45,3,10556,7592,,768,209.11699999999985,,,,<R>,,,176,102,0,,,,,,,,,,
non,48,47,3,10557,7593,4956,789,209.2049999999998,0.087890625,32.0,0,Ab2,pp,8,144,44,8,,,,,,o,,,,
nof,48,43,1,10554,7594,,768,209.25099999999964,,,,,,,144,82,0,,,,,,,,,,
nof,48,44,2,10555,7594,,768,209.25099999999964,,,,,,,144,48,0,,,,,,,,,,
non,48,48,1,10558,7594,,800,209.25099999999964,0.9375,8.0,2,E5,,,,,,,,,,T,,,,,
rst,48,49,2,10559,7594,,800,209.25099999999964,,,,<R>,,,176,102,0,,,,,,,,,,
ped,48,46,0,10560,7595,,789,209.25599999999974,,,,,,,176,64,127,,,,,,,V,,,
nof,48,47,3,10557,7596,,789,209.29299999999978,,,,,,,144,44,0,,,,,,,,,,
non,48,50,3,10561,7596,4957,810,209.29299999999978,0.0920758928571429,32.0,0,F3,pp,8,144,53,8,,,,,,o,,,,
nof,48,50,3,10561,7597,,810,209.38499999999965,,,,,,,144,53,0,,,,,,,,,,
non,48,51,3,10562,7597,4958,832,209.38499999999965,0.0669642857142857,64.0,0,Ab1,pp,8,144,32,8,,,,,,o,,,,
nof,48,51,3,10562,7598,,832,209.45199999999966,,,,,,,144,32,0,,,,,,,,,,
non,48,52,3,10563,7598,4959,848,209.45199999999966,0.0669642857142857,64.0,0,E5,pp,8,144,76,8,,,,,,o,,,,
nof,48,52,3,10563,7599,,848,209.51899999999966,,,,,,,144,76,0,,,,,,,,,,
non,48,53,3,10564,7599,4960,864,209.51899999999966,0.133928571428571,32.0,0,Ab1,pp,8,144,32,8,,,,,,o,,,,
nof,48,53,3,10564,7600,,864,209.65299999999968,,,,,,,144,32,0,,,,,,,,,,
rst,48,54,3,10565,7600,,896,209.65299999999968,,,,<R>,,,176,102,0,,,,,,,,,,
non,48,55,2,10566,7601,4961,992,210.05399999999975,0.133928571428571,32.0,0,Eb1,pp,8,144,27,8,,,,,,o,,d,,
ped,48,56,0,10567,7602,,1023,210.18399999999963,,,,,,,176,64,0,,,,,,,^,,,
nof,48,55,2,10566,7603,,992,210.18799999999976,,,,,,,144,27,0,,,,,,,,,,
bar,49,0,0,10568,7603,,0,210.18799999999976,,,,,,,,,,338,,,,,,,,,
rst,49,1,1,10569,7603,,0,210.18799999999976,,,,<R>,,,176,102,0,,,,,,,,,,
non,49,2,2,10570,7603,4962,0,210.18799999999976,0.133928571428571,32.0,0,Bb4,ppp,5,144,70,5,,,,,,o,,d,,
rst,49,3,3,10571,7603,,0,210.18799999999976,,,,<R>,,,176,102,0,,,,,,,,,,
non,49,4,4,10572,7603,4962,0,210.18799999999976,0.267857142857143,16.0,0,Eb1,fff,24,144,27,24,,,,,,o,,d,,
non,49,5,4,10573,7603,4962,0,210.18799999999976,0.267857142857143,16.0,0,Bb3,fff,24,144,58,24,,,,,t,o,,d,,
nof,48,42,1,10553,7604,,768,210.18799999999976,,,,,,,144,76,0,,,,,,,,,,
nof,49,2,2,10570,7605,,0,210.32199999999978,,,,,,,144,70,0,,,,,,,,,,
non,49,6,2,10574,7605,4963,32,210.32199999999978,0.133928571428571,32.0,0,F3,ppp,5,144,53,5,,,,,,o,,D,,
nof,49,4,4,10572,7606,,0,210.4559999999998,,,,,,,144,27,0,,,,,,,,,,
nof,49,6,2,10574,7607,,32,210.4559999999998,,,,,,,144,53,0,,,,,,,,,,
rst,49,7,2,10575,7607,,64,210.4559999999998,,,,<R>,,,176,102,0,,,,,,,,,,
non,49,8,4,10576,7607,,64,210.4559999999998,0.803571428571429,8.0,1,Bb3,,,,,,,,,,_,,,,,
ped,49,9,0,10577,7608,,82,210.53099999999984,,,,,,,176,64,127,,,,,,,V,,,
non,49,10,1,10578,7609,4964,,210.72399999999982,0.05,8.0,0,Db7,ppp,5,144,97,5,,,,g,,o,,,,
nof,49,10,1,10578,7610,,,210.77399999999977,,,,,,,144,97,0,,,,,,,,,,
non,49,11,1,10579,7611,4965,,210.79899999999964,0.05,8.0,0,C7,ppp,5,144,96,5,,,,g,,o,,,,
nof,49,11,1,10579,7612,,,210.84899999999982,,,,,,,144,96,0,,,,,,,,,,
non,49,12,1,10580,7613,4966,,210.87399999999968,0.05,8.0,0,G6,ppp,5,144,91,5,,,,g,,o,,,,
nof,49,12,1,10580,7614,,,210.92399999999964,,,,,,,144,91,0,,,,,,,,,,
non,49,13,1,10581,7615,4967,128,210.94899999999973,0.267857142857143,16.0,0,E7,ppp,5,144,100,5,,,,,,o,,,,
non,49,14,2,10582,7615,4967,128,210.94899999999973,0.104631696428571,32.0,0,A6,ppp,5,144,93,5,,,,,,o,,,,
non,49,15,3,10583,7615,4967,,210.94899999999973,0.05,8.0,0,B1,ppp,5,144,35,5,,,,g,,o,,,,
nof,49,15,3,10583,7616,,,210.99899999999968,,,,,,,144,35,0,,,,,,,,,,
non,49,16,3,10584,7617,4968,,211.02399999999977,0.05,8.0,0,Gb2,pp,8,144,42,8,,,,g,,o,,,,
nof,49,14,2,10582,7618,,128,211.05399999999975,,,,,,,144,93,0,,,,,,,,,,
nof,49,16,3,10584,7619,,,211.07399999999973,,,,,,,144,42,0,,,,,,,,,,
non,49,17,3,10585,7620,4969,,211.09899999999982,0.05,8.0,0,F2,p,11,144,41,11,,,,g,,o,,,,
nof,49,17,3,10585,7621,,,211.14899999999977,,,,,,,144,41,0,,,,,,,,,,
non,49,18,3,10586,7622,4970,128,211.17399999999964,0.267857142857143,16.0,0,D2,mp,14,144,38,14,,,,,,o,,,,
nof,49,13,1,10581,7623,,128,211.21699999999976,,,,,,,144,100,0,,,,,,,,,,
non,49,19,2,10587,7624,4971,153,211.27899999999966,0.108816964285714,32.0,0,F7,ppp,5,144,101,5,,,,,,o,,,,
nof,49,19,2,10587,7625,,153,211.38699999999983,,,,,,,144,101,0,,,,,,,,,,
non,49,20,2,10588,7625,4972,179,211.38699999999983,0.0669642857142857,32.0,0,C#7,ppp,5,144,97,5,,,,,,o,,d,e,
nof,49,18,3,10586,7626,,128,211.44199999999967,,,,,,,144,38,0,,,,,,,,,,
non,49,21,1,10589,7627,4973,192,211.44199999999967,0.267857142857143,16.0,0,G#6,ppp,5,144,92,5,,,,,t,o,,,,
non,49,22,3,10590,7627,4973,192,211.44199999999967,0.267857142857143,16.0,0,Bb2,mp,14,144,46,14,,,,,t,o,,,,
nof,49,20,2,10588,7628,,179,211.45399999999984,,,,,,,144,97,0,,,,,,,,,,
non,49,23,2,10591,7628,4974,195,211.45399999999984,0.0753348214285714,32.0,0,E7,ppp,5,144,100,5,,,,,,o,,d,e,
nof,49,23,2,10591,7629,,195,211.52999999999963,,,,,,,144,100,0,,,,,,,,,,
non,49,24,2,10592,7629,4975,213,211.52999999999963,0.0711495535714286,32.0,0,C#7,ppp,5,144,97,5,,,,,,o,,d,e,
nof,49,24,2,10592,7630,,213,211.60099999999977,,,,,,,144,97,0,,,,,,,,,,
non,49,25,2,10593,7630,4976,230,211.60099999999977,0.108816964285714,32.0,0,A#6,ppp,5,144,94,5,,,,,,o,,d,e,
nof,49,25,2,10593,7631,,230,211.7099999999997,,,,,,,144,94,0,,,,,,,,,,
non,49,26,1,10594,7631,,256,211.7099999999997,0.133928571428571,32.0,0,G#6,,,,,,,,,,T,,,,,
rst,49,27,2,10595,7631,,256,211.7099999999997,,,,<R>,,,176,102,0,,,,,,,,,,
non,49,28,3,10596,7631,,256,211.7099999999997,0.133928571428571,32.0,0,Bb2,,,,,,,,,,T,,,,,
non,49,29,4,10597,7631,,256,211.7099999999997,0.535714285714286,8.0,0,Bb3,,,,,,,,,,T,,,,,
nof,49,5,4,10573,7632,,0,211.79499999999973,,,,,,,144,58,0,,,,,,,,,,
nof,49,21,1,10589,7633,,192,211.8439999999997,,,,,,,144,92,0,,,,,,,,,,
nof,49,22,3,10590,7633,,192,211.8439999999997,,,,,,,144,46,0,,,,,,,,,,
non,49,30,1,10598,7633,4977,288,211.8439999999997,0.087890625,32.0,0,G6,ppp,5,144,91,5,,,,,,o,,d,e,
non,49,31,3,10599,7633,4977,288,211.8439999999997,0.133928571428571,32.0,0,B1,ppp,5,144,35,5,,,,,,o,,,,
nof,49,30,1,10598,7634,,288,211.9309999999997,,,,,,,144,91,0,,,,,,,,,,
non,49,32,1,10600,7634,4978,309,211.9309999999997,0.087890625,32.0,0,C#7,ppp,5,144,97,5,,,,,,o,,d,e,
nof,49,31,3,10599,7635,,288,211.97799999999972,,,,,,,144,35,0,,,,,,,,,,
non,49,33,3,10601,7635,4979,320,211.97799999999972,0.133928571428571,32.0,0,Gb2,ppp,5,144,42,5,,,,,,o,,,,
nof,49,32,1,10600,7636,,309,212.01899999999966,,,,,,,144,97,0,,,,,,,,,,
non,49,34,1,10602,7636,4980,330,212.01899999999966,0.0920758928571429,32.0,0,G6,ppp,5,144,91,5,,,,,,o,,d,e,
nof,49,34,1,10602,7637,,330,212.11099999999976,,,,,,,144,91,0,,,,,,,,,,
non,49,35,1,10603,7637,4981,352,212.11099999999976,0.133928571428571,32.0,0,C#7,ppp,5,144,97,5,,,,,,o,,d,E,
non,49,36,3,10604,7637,4981,352,212.11099999999976,0.087890625,32.0,0,B1,ppp,5,144,35,5,,,,,,o,,,,
nof,49,33,3,10601,7638,,320,212.11099999999976,,,,,,,144,42,0,,,,,,,,,,
nof,49,36,3,10604,7639,,352,212.19899999999973,,,,,,,144,35,0,,,,,,,,,,
non,49,37,3,10605,7639,4982,373,212.19899999999973,0.087890625,32.0,0,Gb2,ppp,5,144,42,5,,,,,,o,,,,
nof,49,35,1,10603,7640,,352,212.24499999999978,,,,,,,144,97,0,,,,,,,,,,
non,49,38,1,10606,7640,4983,384,212.24499999999978,0.133928571428571,32.0,0,G6,ppp,5,144,91,5,,,,,,o,,,,
non,49,39,4,10607,7640,4983,384,212.24499999999978,0.535714285714286,8.0,0,A6,ppp,5,144,93,5,,,,,,o,,,,
nof,49,37,3,10605,7641,,373,212.2869999999997,,,,,,,144,42,0,,,,,,,,,,
non,49,40,3,10608,7641,4984,394,212.2869999999997,0.0920758928571429,32.0,0,B1,ppp,5,144,35,5,,,,,,o,,,,
nof,49,40,3,10608,7642,,394,212.3789999999998,,,,,,,144,35,0,,,,,,,,,,
non,49,41,1,10609,7642,4985,416,212.3789999999998,0.133928571428571,32.0,0,C#7,ppp,5,144,97,5,,,,,,o,,,,
non,49,42,3,10610,7642,4985,416,212.3789999999998,0.0669642857142857,64.0,0,F2,ppp,5,144,41,5,,,,,,o,,,,
nof,49,38,1,10606,7643,,384,212.3789999999998,,,,,,,144,91,0,,,,,,,,,,
nof,49,42,3,10610,7644,,416,212.4459999999998,,,,,,,144,41,0,,,,,,,,,,
non,49,43,3,10611,7644,4986,432,212.4459999999998,0.0669642857142857,64.0,0,D2,ppp,5,144,38,5,,,,,,o,,,,
nof,49,43,3,10611,7645,,432,212.5129999999998,,,,,,,144,38,0,,,,,,,,,,
non,49,44,1,10612,7645,4987,448,212.5129999999998,0.267857142857143,16.0,0,E7,ppp,5,144,100,5,,,,,,o,,,,
non,49,45,3,10613,7645,4987,448,212.5129999999998,0.087890625,32.0,0,Bb2,ppp,5,144,46,5,,,,,,o,,d,e,
nof,49,41,1,10609,7646,,416,212.5129999999998,,,,,,,144,97,0,,,,,,,,,,
nof,49,45,3,10613,7647,,448,212.60099999999977,,,,,,,144,46,0,,,,,,,,,,
non,49,46,3,10614,7647,4988,469,212.60099999999977,0.087890625,32.0,0,D2,ppp,5,144,38,5,,,,,,o,,d,e,
nof,49,46,3,10614,7648,,469,212.68899999999974,,,,,,,144,38,0,,,,,,,,,,
non,49,47,3,10615,7648,4989,490,212.68899999999974,0.0920758928571429,32.0,0,Bb2,ppp,5,144,46,5,,,,,,o,,d,e,
nof,49,44,1,10612,7649,,448,212.78099999999984,,,,,,,144,100,0,,,,,,,,,,
nof,49,47,3,10615,7649,,490,212.78099999999984,,,,,,,144,46,0,,,,,,,,,,
nof,49,39,4,10607,7650,,384,212.78099999999984,,,,,,,144,93,0,,,,,,,,,,
bpm,49,48,0,10616,7651,,512,212.7919999999998,,1.0,,,,,,,,,,50,,,,,,,
rst,49,49,1,10617,7651,,512,212.7919999999998,,,,<R>,,,176,102,0,,,,,,,,,,
rst,49,50,2,10618,7651,,512,212.7919999999998,,,,<R>,,,176,102,0,,,,,,,,,,
non,49,51,3,10619,7651,4990,512,212.7919999999998,2.4,2.0,0,F3,ppp,5,144,53,5,,,,,t,o,,d 6024,E 6024,
rst,49,52,4,10620,7651,,512,212.7919999999998,,,,<R>,,,176,102,0,,,,,,,,,,
ped,49,53,0,10621,7652,,768,213.84199999999976,,,,,,,176,64,0,,,,,,,^,,,
ped,49,53,0,10622,7653,,768,214.1419999999997,,,,,,,176,64,127,,,,,,,V,,,
bar,50,0,0,10623,7654,,0,215.19199999999967,,,,,,,,,,339,,,,,,,,,
rst,50,1,1,10624,7654,,0,215.19199999999967,,,,<R>,,,176,102,0,,,,,,,,,,
non,50,2,3,10625,7654,,0,215.19199999999967,2.4,2.0,0,F3,,,,,,,,,,T,,,,,
rst,50,3,3,10626,7655,,512,217.59199999999976,,,,<R>,,,176,102,0,,,,,,,,,,
nof,49,51,3,10619,7656,,512,217.81699999999967,,,,,,,144,53,0,,,,,,,,,,
ped,50,4,0,10627,7657,,584,218.59199999999976,,,,,,,176,64,0,,,,,,,^,,,
sec,50,5,0,10628,7657,,584,218.59199999999976,,,,,,,,,,,6024,,,,,,,,
rst,50,6,3,10629,7658,,768,219.4549999999998,,,,<R>,,,176,102,0,,,,,,,,,,
non,50,7,3,10630,7659,4991,938,220.25199999999984,0.403125,8.0,0,B1,ff,22,144,35,22,,,,,,o,,d,,
non,50,8,3,10631,7659,4991,938,220.25199999999984,0.6,8.0,0,D2,ff,22,144,38,22,,,,,,o,,d,,
non,50,9,3,10632,7659,4991,938,220.25199999999984,0.6,8.0,0,F2,ff,22,144,41,22,,,,,,o,,d,,
non,50,10,3,10633,7659,4991,938,220.25199999999984,0.6,8.0,0,Gb2,ff,22,144,42,22,,,,,,o,,d,,
non,50,11,3,10634,7659,4991,938,220.25199999999984,0.6,8.0,0,Bb2,ff,22,144,46,22,,,,,,o,,d,,
nof,50,7,3,10630,7660,,938,220.3019999999998,,,,,,,144,35,0,,,,,,,,,,
nof,50,8,3,10631,7660,,938,220.3019999999998,,,,,,,144,38,0,,,,,,,,,,
nof,50,9,3,10632,7660,,938,220.3019999999998,,,,,,,144,41,0,,,,,,,,,,
nof,50,10,3,10633,7660,,938,220.3019999999998,,,,,,,144,42,0,,,,,,,,,,
nof,50,11,3,10634,7660,,938,220.3019999999998,,,,,,,144,46,0,,,,,,,,,,
bar,51,0,0,10635,7661,,0,220.65499999999963,,,,,,,,,,340,,,,,,,,,
non,51,1,1,10636,7661,4992,0,220.65499999999963,0.1171875,32.0,0,E6,ppp,5,144,88,5,,,,,,o,,d,,
non,51,2,3,10637,7661,4992,0,220.65499999999963,3.6,2.0,1,Eb2,p,11,144,39,11,,,,,,o,,d,,
nof,51,1,1,10636,7662,,0,220.77199999999982,,,,,,,144,88,0,,,,,,,,,,
non,51,3,1,10638,7662,4993,25,220.77199999999982,0.121875,32.0,0,A4,ppp,5,144,69,5,,,,,,o,,d,,
nof,51,3,1,10638,7663,,25,220.89399999999966,,,,,,,144,69,0,,,,,,,,,,
non,51,4,1,10639,7663,4994,51,220.89399999999966,0.1171875,32.0,0,Bb5,ppp+,6,144,82,6,,,,,,o,,D,,
ped,50,12,0,10640,7664,,1023,220.89999999999975,,,,,,,176,64,127,,,,,,,V,,,
nof,51,4,1,10639,7665,,51,221.01099999999963,,,,,,,144,82,0,,,,,,,,,,
non,51,5,1,10641,7665,4995,76,221.01099999999963,0.075,32.0,0,F6,ppp+,6,144,89,6,,,,,,o,,,,
nof,51,5,1,10641,7666,,76,221.08599999999967,,,,,,,144,89,0,,,,,,,,,,
non,51,6,1,10642,7666,4996,92,221.08599999999967,0.084375,32.0,0,A4,pp-,7,144,69,7,,,,,,o,,,,
nof,51,6,1,10642,7667,,92,221.16999999999973,,,,,,,144,69,0,,,,,,,,,,
non,51,7,1,10643,7667,4997,110,221.16999999999973,0.084375,32.0,0,F6,pp-,7,144,89,7,,,,,,o,,,,
nof,51,7,1,10643,7668,,110,221.25499999999977,,,,,,,144,89,0,,,,,,,,,,
non,51,8,1,10644,7668,4998,128,221.25499999999977,0.1171875,32.0,0,E5,pp-,7,144,76,7,,,,,,o,,,e,
nof,51,8,1,10644,7669,,128,221.37199999999973,,,,,,,144,76,0,,,,,,,,,,
non,51,9,1,10645,7669,4999,153,221.37199999999973,0.121875,32.0,0,A3,pp,8,144,57,8,,,,,,o,,,e,
nof,51,9,1,10645,7670,,153,221.4939999999998,,,,,,,144,57,0,,,,,,,,,,
non,51,10,1,10646,7670,5000,179,221.4939999999998,0.1171875,32.0,0,Bb4,pp,8,144,70,8,,,,,,o,,,e,
nof,51,10,1,10646,7671,,179,221.61099999999976,,,,,,,144,70,0,,,,,,,,,,
non,51,11,1,10647,7671,5001,204,221.61099999999976,0.121875,32.0,0,F6,pp+,9,144,89,9,,,,,,o,,,e,
nof,51,11,1,10647,7672,,204,221.73299999999983,,,,,,,144,89,0,,,,,,,,,,
non,51,12,1,10648,7672,5002,230,221.73299999999983,0.121875,32.0,0,Db5,pp+,9,144,73,9,,,,,,o,,,E,
nof,51,12,1,10648,7673,,230,221.85499999999968,,,,,,,144,73,0,,,,,,,,,,
rst,51,13,1,10649,7673,,256,221.85499999999968,,,,<R>,,,176,102,0,,,,,,,,,,
rst,51,14,1,10650,7674,,512,223.05499999999972,,,,<R>,,,176,102,0,,,,,,,,,,
nof,51,2,3,10637,7675,,0,224.25499999999977,,,,,,,144,39,0,,,,,,,,,,
rst,51,15,3,10651,7676,,768,224.25499999999977,,,,<R>,,,176,102,0,,,,,,,,,,
ped,51,16,0,10652,7677,,938,225.00099999999964,,,,,,,176,64,0,,,,,,,^,,,
non,51,17,3,10653,7678,5003,938,225.0519999999998,0.403125,8.0,0,B1,pp,8,144,35,8,,,,,,o,,,,
non,51,18,3,10654,7678,5003,938,225.0519999999998,0.6,8.0,0,D2,pp,8,144,38,8,,,,,,o,,,,
non,51,19,3,10655,7678,5003,938,225.0519999999998,0.6,8.0,0,F2,pp,8,144,41,8,,,,,,o,,,,
non,51,20,3,10656,7678,5003,938,225.0519999999998,0.6,8.0,0,Gb2,pp,8,144,42,8,,,,,,o,,,,
non,51,21,3,10657,7678,5003,938,225.0519999999998,0.6,8.0,0,Bb2,pp,8,144,46,8,,,,,,o,,,,
nof,51,17,3,10653,7679,,938,225.10199999999975,,,,,,,144,35,0,,,,,,,,,,
nof,51,18,3,10654,7679,,938,225.10199999999975,,,,,,,144,38,0,,,,,,,,,,
nof,51,19,3,10655,7679,,938,225.10199999999975,,,,,,,144,41,0,,,,,,,,,,
nof,51,20,3,10656,7679,,938,225.10199999999975,,,,,,,144,42,0,,,,,,,,,,
nof,51,21,3,10657,7679,,938,225.10199999999975,,,,,,,144,46,0,,,,,,,,,,
non,52,4,1,10658,7680,5004,,225.22999999999968,0.05,8.0,0,Bb5,pp,8,144,82,8,,,,g,,o,,,e,
nof,52,4,1,10658,7681,,,225.27999999999963,,,,,,,144,82,0,,,,,,,,,,
ped,51,22,0,10659,7682,,1023,225.30099999999982,,,,,,,176,64,127,,,,,,,V,,,
non,52,5,1,10660,7683,5005,,225.30499999999972,0.05,8.0,0,C3,pp+,9,144,48,9,,,,g,,o,,,e,
nof,52,5,1,10660,7684,,,225.35499999999968,,,,,,,144,48,0,,,,,,,,,,
non,52,6,1,10661,7685,5006,,225.37999999999977,0.05,8.0,0,Bb6,p,11,144,94,11,,,,g,,o,,,e,
nof,52,6,1,10661,7686,,,225.42999999999972,,,,,,,144,94,0,,,,,,,,,,
non,52,7,1,10662,7687,5007,,225.4549999999998,0.05,8.0,0,C2,p+,12,144,36,12,,,,g,,o,,,e,
bar,52,0,0,10663,7688,,0,225.4549999999998,,,,,,,,,,341,,,,,,,,,
rst,52,1,1,10664,7688,,0,225.4549999999998,,,,<R>,,,176,102,0,,,,,,,,,,
rst,52,2,3,10665,7688,,0,225.4549999999998,,,,<R>,,,176,102,0,,,,,,,,,,
rst,52,3,4,10666,7688,,0,225.4549999999998,,,,<R>,,,176,102,0,,,,,,,,,,
nof,52,7,1,10662,7689,,,225.50499999999977,,,,,,,144,36,0,,,,,,,,,,
non,52,8,1,10667,7690,5008,,225.52999999999963,0.05,8.0,0,E4,mp-,13,144,64,13,,,,g,,o,,,e,
nof,52,8,1,10667,7691,,,225.5799999999998,,,,,,,144,64,0,,,,,,,,,,
non,52,9,1,10668,7692,5009,,225.60499999999968,0.05,8.0,0,F3,mp,14,144,53,14,,,,g,,o,,,e,
nof,52,9,1,10668,7693,,,225.65499999999963,,,,,,,144,53,0,,,,,,,,,,
non,52,10,1,10669,7694,5010,,225.67999999999972,0.05,8.0,0,E5,mf-,16,144,76,16,,,,g,,o,,,e,
nof,52,10,1,10669,7695,,,225.72999999999968,,,,,,,144,76,0,,,,,,,,,,
non,52,11,1,10670,7696,5011,,225.75499999999977,0.05,8.0,0,F3,mf,17,144,53,17,,,,g,,o,,,e,
nof,52,11,1,10670,7697,,,225.80499999999972,,,,,,,144,53,0,,,,,,,,,,
non,52,12,1,10671,7698,5012,,225.8299999999998,0.05,8.0,0,E5,mf+,18,144,76,18,,,,g,,o,,,e,
nof,52,12,1,10671,7699,,,225.87999999999977,,,,,,,144,76,0,,,,,,,,,,
non,52,13,1,10672,7700,5013,,225.90499999999963,0.05,8.0,0,F3,f-,19,144,53,19,,,,g,,o,,,e,
nof,52,13,1,10672,7701,,,225.9549999999998,,,,,,,144,53,0,,,,,,,,,,
non,52,14,1,10673,7702,5014,,225.97999999999968,0.05,8.0,0,Ab1,f+,21,144,32,21,,,,g,,o,,,E,
nof,52,14,1,10673,7703,,,226.02999999999963,,,,,,,144,32,0,,,,,,,,,,
rst,52,15,1,10674,7704,,128,226.05499999999972,,,,<R>,,,176,102,0,,,,,,,,,,
non,52,16,4,10675,7704,5015,128,226.05499999999972,0.6,8.0,0,C2,ff,22,144,36,22,,,,,t,o,,,,
rst,52,17,1,10676,7705,,256,226.65499999999963,,,,<R>,,,176,102,0,,,,,,,,,,
non,52,18,4,10677,7705,,256,226.65499999999963,3.6,2.0,1,C2,,,,,,,,,,_,,,,,
rst,52,19,1,10678,7706,,768,229.05499999999972,,,,<R>,,,176,102,0,,,,,,,,,,
bar,53,0,0,10679,7707,,0,230.25499999999977,,,,,,,,,,342,,,,,,,,,
rst,53,1,1,10680,7707,,0,230.25499999999977,,,,<R>,,,176,102,0,,,,,,,,,,
rst,53,2,2,10681,7707,,0,230.25499999999977,,,,<R>,,,176,102,0,,,,,,,,,,
non,53,3,3,10682,7707,5016,0,230.25499999999977,8.4,1.0,2,C3,p,11,144,48,11,,,,,,o,,,,
non,53,4,4,10683,7707,,0,230.25499999999977,2.4,2.0,0,C2,,,,,,,,,,T,,,,,
non,53,5,1,10684,7708,5017,64,230.55499999999972,2.1,4.0,2,E6,pp,8,144,88,8,,,,,,o,,,,
rst,53,6,2,10685,7709,,256,231.4549999999998,,,,<R>,,,176,102,0,,,,,,,,,,
ped,53,7,0,10686,7710,,415,232.1999999999997,,,,,,,176,64,0,,,,,,,^,,,
nof,52,16,4,10675,7711,,128,232.65499999999963,,,,,,,144,36,0,,,,,,,,,,
nof,53,5,1,10684,7711,,64,232.65499999999963,,,,,,,144,88,0,,,,,,,,,,
rst,53,9,1,10687,7712,,512,232.65499999999963,,,,<R>,,,176,102,0,,,,,,,,,,
