opcode,meas,index,voice,loc,eloc,oloc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,tie,onset,pedal,dyn,even,tempo
bar,1,0,0,0,0,,0,0.0,,,,,,,,,,1,,,,,,,,,
sec,1,1,0,0,0,,0,0.0,,,,,,,,,,,5918,,,,,,,,
bpm,1,2,0,0,0,,0,0.0,,1.0,,,,,,,,,,84,,,,,,,
bpm,1,3,0,0,0,,0,0.0,,1.0,,,,,,,,,,84,,,,,,,
non,1,5,1,0,0,0,,0.0,0.05,8.0,0,F4,p,11,144,65,11,,,,g,,o,,d,e,
ped,1,4,0,1,1,,0,0.0,,,,,,,176,64,127,,,,,,,V,,,
nof,1,5,1,0,2,,,0.0,,,,,,,144,65,0,,,,,,,,,,
non,1,6,1,2,3,1,,0.024999999999999994,0.05,8.0,0,Eb4,mp,14,144,63,14,,,,g,,o,,,e,
nof,1,6,1,2,4,,,0.075,,,,,,,144,63,0,,,,,,,,,,
non,1,7,1,3,5,2,,0.09999999999999999,0.05,8.0,0,A2,mf-,16,144,45,16,,,,g,,o,,,e,
nof,1,7,1,3,6,,,0.15000000000000002,,,,,,,144,45,0,,,,,,,,,,
non,1,8,1,4,7,3,,0.17500000000000002,0.05,8.0,0,F#1,f-,19,144,30,19,,,,g,,o,,,e,
nof,1,8,1,4,8,,,0.22500000000000003,,,,,,,144,30,0,,,,,,,,,,
non,1,9,1,5,9,4,,0.25,0.05,8.0,0,C#2,f+,21,144,37,21,,,,g,,o,,,e,
nof,1,9,1,5,10,,,0.3,,,,,,,144,37,0,,,,,,,,,,
non,1,10,1,6,11,5,,0.325,0.05,8.0,0,F4,fff,24,144,65,24,,,,g,,o,,d,e,
nof,1,10,1,6,12,,,0.375,,,,,,,144,65,0,,,,,,,,,,
non,1,11,1,7,13,6,0,0.4,1.42857142857143,1.0,0,Eb6,ff,22,144,87,22,,,,,,o,,d,e,
non,1,12,3,8,13,6,0,0.4,1.42857142857143,1.0,0,C2,f,20,144,36,20,,,,,t,o,,d,E,
non,1,13,3,9,13,6,0,0.4,1.42857142857143,1.0,0,Bb2,pp,8,144,46,8,,,,,t,o,,d 5919,E 5919,
rst,1,14,1,10,14,,1024,1.8290000000000002,,,,<R>,,,176,102,0,,,,,,,,,,
non,1,15,3,11,14,,1024,1.8290000000000002,2.14285714285714,1.0,1,C2,,,,,,,,,,T,,,,,
non,1,16,3,12,14,,1024,1.8290000000000002,1.42857142857143,1.0,1,Bb2,,,,,,,,,,T,,,,,
nof,1,11,1,7,15,,0,2.2790000000000004,,,,,,,144,87,0,,,,,,,,,,
rst,1,17,1,13,16,,1536,2.543,,,,<R>,,,176,102,0,,,,,,,,,,
nof,1,13,3,9,17,,0,3.7070000000000003,,,,,,,144,46,0,,,,,,,,,,
bar,2,0,0,14,18,,0,3.971,,,,,,,,,,2,,,,,,,,,
non,2,1,1,15,18,7,0,3.971,2.85714285714286,0.5,0,Db6,pp,8,144,85,8,,,,,,o,,,,
rst,2,2,3,16,18,,0,3.971,,,,<R>,,,176,102,0,,,,,,,,,,
nof,1,12,3,8,19,,0,4.421,,,,,,,144,36,0,,,,,,,,,,
nof,2,1,1,15,20,,0,6.829,,,,,,,144,85,0,,,,,,,,,,
non,2,3,1,17,21,8,2048,6.829,2.85714285714286,0.5,0,E7,f,20,144,100,20,,,,,,o,,,,
nof,2,3,1,17,22,,2048,9.686,,,,,,,144,100,0,,,,,,,,,,
bar,3,0,0,18,22,,0,9.686,,,,,,,,,,3,,,,,,,,,
rst,3,1,1,19,22,,0,9.686,,,,<R>,,,176,102,0,,,,,,,,,,
rst,3,2,3,20,22,,0,9.686,,,,<R>,,,176,102,0,,,,,,,,,,
bar,4,0,0,21,23,,0,13.257,,,,,,,,,,4,,,,,,,,,
non,4,1,1,22,23,9,0,13.257,0.357142857142857,4.0,0,G#5,ff,22,144,80,22,,,,,,o,,,,
rst,4,2,3,23,23,,0,13.257,,,,<R>,,,176,102,0,,,,,,,,,,
nof,4,1,1,22,24,,0,13.613999999999999,,,,,,,144,80,0,,,,,,,,,,
non,4,3,1,24,24,10,256,13.613999999999999,2.85714285714286,0.5,0,A6,ff+,23,144,93,23,,,,,,o,,,,
nof,4,3,1,24,25,,256,16.246,,,,,,,144,93,0,,,,,,,,,,
non,4,4,1,25,25,11,,16.246,0.05,8.0,0,A6,ff+,23,144,93,23,,,,g,,o,,,,
non,4,5,1,26,26,12,,16.320999999999998,0.05,8.0,0,C2,ff+,23,144,36,23,,,,g,,o,,,,
nof,4,5,1,26,27,,,16.371,,,,,,,144,36,0,,,,,,,,,,
non,4,6,1,27,28,13,,16.396,0.05,8.0,0,F#4,ff+,23,144,66,23,,,,g,,o,,,,
nof,4,6,1,27,29,,,16.445999999999998,,,,,,,144,66,0,,,,,,,,,,
nof,4,4,1,25,30,,,16.471,,,,,,,144,93,0,,,,,,,,,,
non,4,7,1,28,30,14,2304,16.471,0.357142857142857,4.0,0,F#4,ff,22,144,66,22,,,,,,o,,,,
nof,4,7,1,28,31,,2304,16.829,,,,,,,144,66,0,,,,,,,,,,
bar,5,0,0,29,31,,0,16.829,,,,,,,,,,5,,,,,,,,,
non,5,1,1,30,31,15,0,16.829,2.67857142857143,1.0,3,E7,f,20,144,100,20,,,,,,o,,,,
rst,5,2,3,31,31,,0,16.829,,,,<R>,,,176,102,0,,,,,,,,,,
nof,5,1,1,30,32,,0,19.506999999999998,,,,,,,144,100,0,,,,,,,,,,
non,5,3,1,32,33,16,1920,19.506999999999998,0.178571428571429,8.0,0,G#6,p,11,144,92,11,,,,,,o,,,,
non,5,4,3,33,33,16,1920,19.506999999999998,0.178571428571429,8.0,0,A2,pp,8,144,45,8,,,,,t,o,,,,
nof,5,3,1,32,34,,1920,19.686,,,,,,,144,92,0,,,,,,,,,,
bar,6,0,0,34,34,,0,19.686,,,,,,,,,,6,,,,,,,,,
rst,6,1,1,35,34,,0,19.686,,,,<R>,,,176,102,0,,,,,,,,,,
non,6,2,3,36,34,,0,19.686,0.714285714285714,2.0,0,A2,,,,,,,,,,T,,,,,
non,6,3,1,37,35,17,192,19.954,0.0892857142857143,16.0,0,G5,p,11,144,79,11,,,,,t,o,,,,
non,6,4,1,38,36,,256,20.043,0.357142857142857,4.0,0,G5,,,,,,,,,,_,,,,,
nof,5,4,3,33,37,,1920,20.4,,,,,,,144,45,0,,,,,,,,,,
non,6,5,1,39,37,,512,20.4,2.85714285714286,0.5,0,G5,,,,,,,,,,T,,,,,
non,6,6,3,40,37,18,512,20.4,2.85714285714286,0.5,0,Bb2,pp,8,144,46,8,,,,,,o,,,,
non,6,7,1,41,38,19,,22.807,0.05,8.0,0,C2,p,11,144,36,11,,,,g,,o,,,e,
nof,6,7,1,41,39,,,22.857,,,,,,,144,36,0,,,,,,,,,,
non,6,8,1,42,40,20,,22.881999999999998,0.05,8.0,0,A5,mp-,13,144,81,13,,,,g,,o,,,e,
nof,6,8,1,42,41,,,22.932,,,,,,,144,81,0,,,,,,,,,,
non,6,9,1,43,42,21,,22.957,0.05,8.0,0,E6,mp+,15,144,88,15,,,,g,,o,,,e,
nof,6,9,1,43,43,,,23.006999999999998,,,,,,,144,88,0,,,,,,,,,,
non,6,10,1,44,44,22,,23.032,0.05,8.0,0,F#3,mf+,18,144,54,18,,,,g,,o,,,e,
nof,6,10,1,44,45,,,23.082,,,,,,,144,54,0,,,,,,,,,,
non,6,11,1,45,46,23,,23.107,0.05,8.0,0,G#5,f,20,144,80,20,,,,g,,o,,,e,
nof,6,11,1,45,47,,,23.157,,,,,,,144,80,0,,,,,,,,,,
ped,7,2,0,46,47,,0,23.157,,,,,,,176,64,0,,,,,,,^,,,
non,6,12,1,47,48,24,,23.182,0.05,8.0,0,A5,ff,22,144,81,22,,,,g,,o,,,E,
nof,6,12,1,47,49,,,23.232,,,,,,,144,81,0,,,,,,,,,,
nof,6,3,1,37,50,,192,23.256999999999998,,,,,,,144,79,0,,,,,,,,,,
nof,6,6,3,40,51,,512,23.256999999999998,,,,,,,144,46,0,,,,,,,,,,
bar,7,0,0,48,51,,0,23.256999999999998,,,,,,,,,,7,,,,,,,,,
sec,7,1,0,49,51,,0,23.256999999999998,,,,,,,,,,,5919,,,,,,,,
non,7,9,1,50,51,25,0,23.256999999999998,2.85714285714286,0.5,0,D3,ppp,5,144,50,5,,,,,t,o,,d,,
non,7,10,1,51,51,25,0,23.256999999999998,2.85714285714286,0.5,0,E3,ppp,5,144,52,5,,,,,t,o,,d,,
non,7,11,3,52,51,25,0,23.256999999999998,4.28571428571429,0.5,1,C1,ff,22,144,24,22,,,,,t,o,,d,,
ped,7,2,0,53,52,,0,23.457,,,,,,,176,64,127,,,,,,,V,,,
non,7,12,1,54,53,,2048,26.114,0.357142857142857,4.0,0,D3,,,,,,,,,,T,,,,,
non,7,13,1,55,53,,2048,26.114,0.357142857142857,4.0,0,E3,,,,,,,,,,T,,,,,
ped,7,16,0,56,54,,2314,26.335,,,,,,,176,64,0,,,,,,,^,,,
nof,7,9,1,50,55,,0,26.471,,,,,,,144,50,0,,,,,,,,,,
nof,7,10,1,51,55,,0,26.471,,,,,,,144,52,0,,,,,,,,,,
non,7,14,1,57,55,26,2304,26.471,1.07142857142857,2.0,1,C6,ppp,5,144,84,5,,,,,,o,,,,
non,7,15,1,58,55,26,2304,26.471,0.714285714285714,2.0,1,F6,ppp,5,144,89,5,,,,,,o,,,,
ped,7,16,0,59,56,,2314,26.634999999999998,,,,,,,176,64,127,,,,,,,V,,,
nof,7,15,1,58,57,,2304,27.186,,,,,,,144,89,0,,,,,,,,,,
bar,8,0,0,60,58,,0,27.543,,,,,,,,,,8,,,,,,,,,
nof,8,1,1,0,2,,0,27.543,,,,,,,144,24,0,,,,,,,,,,
nof,8,2,1,0,2,,0,27.543,,,,,,,144,84,0,,,,,,,,,,
ped,8,3,0,1,1,,0,27.543,,,,,,,176,0,64,,,,,,,V,,,
bar,9,0,0,4973,3494,,0,27.543,,,,,,,,,,215,,,,,,,,,
sec,9,1,0,4974,3494,,0,27.543,,,,,,,,,,,5974,,,,,,,,
non,9,2,1,4975,3494,2074,0,27.543,0.75,4.0,0,F#4,p,11,144,66,11,,,,,,o,,d,,
non,9,3,1,4976,3494,2074,0,27.543,0.75,4.0,0,G#6,p,11,144,92,11,,,,,,o,,d,,
non,9,4,1,4977,3494,2074,0,27.543,0.75,4.0,0,E7,p,11,144,100,11,,,,,,o,,d,,
rst,9,5,2,4978,3494,,0,27.543,,,,<R>,,,176,102,0,,,,,,,,,,
non,9,6,3,4979,3494,2074,0,27.543,0.75,4.0,0,E4,mp,14,144,64,14,,,,,,o,,d,,
non,9,7,3,4980,3494,2074,0,27.543,0.75,4.0,0,Bb4,mp,14,144,70,14,,,,,,o,,d,,
ped,9,8,0,4981,3495,,97,27.827999999999967,,,,,,,176,64,127,,,,,,,V,,,
nof,9,2,1,4975,3496,,0,28.293,,,,,,,144,66,0,,,,,,,,,,
nof,9,3,1,4976,3496,,0,28.293,,,,,,,144,92,0,,,,,,,,,,
nof,9,4,1,4977,3496,,0,28.293,,,,,,,144,100,0,,,,,,,,,,
nof,9,6,3,4979,3496,,0,28.293,,,,,,,144,64,0,,,,,,,,,,
nof,9,7,3,4980,3496,,0,28.293,,,,,,,144,70,0,,,,,,,,,,
rst,9,9,1,4982,3496,,256,28.293,,,,<R>,,,176,102,0,,,,,,,,,,
non,9,10,3,4983,3496,2075,256,28.293,0.1640625,16.0,0,A6,pp,8,144,93,8,,,,,,o,,d,,
nof,9,10,3,4983,3497,,256,28.457999999999963,,,,,,,144,93,0,,,,,,,,,,
non,9,11,3,4984,3497,2076,312,28.457999999999963,0.0849609375,32.0,0,C#6,pp-,7,144,85,7,,,,,,o,,D,,
nof,9,11,3,4984,3498,,312,28.543,,,,,,,144,85,0,,,,,,,,,,
non,9,12,3,4985,3498,2077,341,28.543,0.08203125,32.0,0,D6,pp-,7,144,86,7,,,,,,o,,,,
nof,9,12,3,4985,3499,,341,28.624999999999993,,,,,,,144,86,0,,,,,,,,,,
non,9,13,3,4986,3499,2078,369,28.624999999999993,0.0849609375,32.0,0,B5,pp-,7,144,83,7,,,,,,o,,,,
nof,9,13,3,4986,3500,,369,28.70899999999994,,,,,,,144,83,0,,,,,,,,,,
non,9,14,3,4987,3500,2079,398,28.70899999999994,0.08203125,32.0,0,D6,ppp+,6,144,86,6,,,,,,o,,,,
nof,9,14,3,4987,3501,,398,28.792000000000023,,,,,,,144,86,0,,,,,,,,,,
non,9,15,3,4988,3501,2080,426,28.792000000000023,0.0849609375,32.0,0,B5,ppp+,6,144,83,6,,,,,,o,,,,
nof,9,15,3,4988,3502,,426,28.87599999999997,,,,,,,144,83,0,,,,,,,,,,
non,9,16,3,4989,3502,2081,455,28.87599999999997,0.08203125,32.0,0,D6,ppp,5,144,86,5,,,,,,o,,,,
nof,9,16,3,4989,3503,,455,28.95899999999994,,,,,,,144,86,0,,,,,,,,,,
non,9,17,3,4990,3503,2082,483,28.95899999999994,0.0849609375,32.0,0,F7,ppp,5,144,101,5,,,,,,o,,,,
nof,9,17,3,4990,3504,,483,29.043,,,,,,,144,101,0,,,,,,,,,,
rst,9,18,3,4991,3504,,512,29.043,,,,<R>,,,176,102,0,,,,,,,,,,
non,9,19,1,4992,3504,2083,512,29.043,0.298828125,8.0,0,A4,mp,14,144,69,14,,,,,,o,,,,
non,9,20,1,4993,3504,2083,512,29.043,0.375,8.0,0,Eb5,mp,14,144,75,14,,,,,,o,,,,
non,9,21,3,4994,3505,2084,597,29.293,0.08203125,32.0,0,C#6,ppp,5,144,85,5,,,,,,o,,d,e,
nof,9,19,1,4992,3506,,512,29.341999999999977,,,,,,,144,69,0,,,,,,,,,,
non,9,22,1,4995,3506,2085,614,29.341999999999977,0.1494140625,16.0,0,F7,ppp,5,144,101,5,,,,,,o,,,,
nof,9,21,3,4994,3507,,597,29.374999999999993,,,,,,,144,85,0,,,,,,,,,,
non,9,23,3,4996,3507,2086,625,29.374999999999993,0.0849609375,32.0,0,D6,ppp,5,144,86,5,,,,,,o,,d,e,
nof,9,20,1,4993,3508,,512,29.418,,,,,,,144,75,0,,,,,,,,,,
nof,9,23,3,4996,3509,,625,29.45899999999994,,,,,,,144,86,0,,,,,,,,,,
non,9,24,3,4997,3509,2087,654,29.45899999999994,0.08203125,32.0,0,B5,ppp,5,144,83,5,,,,,,o,,d,e,
nof,9,22,1,4995,3510,,614,29.491999999999955,,,,,,,144,101,0,,,,,,,,,,
non,9,25,1,4998,3510,2088,665,29.491999999999955,0.1494140625,16.0,0,A6,ppp,5,144,93,5,,,,,,o,,,,
nof,9,24,3,4997,3511,,654,29.542000000000023,,,,,,,144,83,0,,,,,,,,,,
non,9,26,3,4999,3511,2089,682,29.542000000000023,0.0849609375,32.0,0,C#6,ppp,5,144,85,5,,,,,,o,,d,e,
nof,9,26,3,4999,3512,,682,29.62599999999997,,,,,,,144,85,0,,,,,,,,,,
non,9,27,3,5000,3512,2090,711,29.62599999999997,0.08203125,32.0,0,B5,ppp,5,144,83,5,,,,,,o,,d,e,
nof,9,25,1,4998,3513,,665,29.640999999999956,,,,,,,144,93,0,,,,,,,,,,
non,9,28,1,5001,3513,2091,716,29.640999999999956,0.15234375,16.0,0,F7,ppp,5,144,101,5,,,,,,o,,,,
nof,9,27,3,5000,3514,,711,29.70899999999994,,,,,,,144,83,0,,,,,,,,,,
non,9,29,3,5002,3514,2092,739,29.70899999999994,0.0849609375,32.0,0,D6,ppp,5,144,86,5,,,,,,o,,d,e,
nof,9,28,1,5001,3515,,716,29.793,,,,,,,144,101,0,,,,,,,,,,
nof,9,29,3,5002,3515,,739,29.793,,,,,,,144,86,0,,,,,,,,,,
non,9,30,3,5003,3515,2093,768,29.793,0.08203125,32.0,0,C#6,ppp,5,144,85,5,,,,,,o,,d,e,
rst,9,31,1,5004,3515,,768,29.793,,,,<R>,,,176,102,0,,,,,,,,,,
nof,9,30,3,5003,3516,,768,29.87599999999997,,,,,,,144,85,0,,,,,,,,,,
non,9,32,3,5005,3516,2094,796,29.87599999999997,0.08203125,32.0,0,D6,ppp,5,144,86,5,,,,,,o,,d,e,
non,9,33,1,5006,3517,2095,819,29.942999999999977,0.1494140625,16.0,0,A6,ppp,5,144,93,5,,,,,,o,,,,
nof,9,32,3,5005,3518,,796,29.957999999999963,,,,,,,144,86,0,,,,,,,,,,
non,9,34,3,5007,3518,2096,824,29.957999999999963,0.0849609375,32.0,0,B5,ppp,5,144,83,5,,,,,,o,,d,e,
nof,9,34,3,5007,3519,,824,30.043,,,,,,,144,83,0,,,,,,,,,,
non,9,35,3,5008,3519,2097,853,30.043,0.08203125,32.0,0,C#6,ppp,5,144,85,5,,,,,,o,,d,e,
nof,9,33,1,5006,3520,,819,30.091999999999977,,,,,,,144,93,0,,,,,,,,,,
non,9,36,1,5009,3520,2098,870,30.091999999999977,0.1494140625,16.0,0,F7,ppp,5,144,101,5,,,,,,o,,,,
nof,9,35,3,5008,3521,,853,30.124999999999993,,,,,,,144,85,0,,,,,,,,,,
non,9,37,3,5010,3521,2099,881,30.124999999999993,0.0849609375,32.0,0,B5,ppp,5,144,83,5,,,,,,o,,d,e,
nof,9,37,3,5010,3522,,881,30.20899999999994,,,,,,,144,83,0,,,,,,,,,,
non,9,38,3,5011,3522,2100,910,30.20899999999994,0.08203125,32.0,0,D6,ppp,5,144,86,5,,,,,,o,,d,e,
nof,9,36,1,5009,3523,,870,30.241999999999955,,,,,,,144,101,0,,,,,,,,,,
non,9,39,1,5012,3523,2101,921,30.241999999999955,0.1494140625,16.0,0,A6,ppp,5,144,93,5,,,,,,o,,,,
nof,9,38,3,5011,3524,,910,30.292000000000023,,,,,,,144,86,0,,,,,,,,,,
non,9,40,3,5013,3524,2102,938,30.292000000000023,0.0849609375,32.0,0,C#6,ppp,5,144,85,5,,,,,,o,,d,e,
ped,9,44,0,5014,3525,,995,30.350999999999992,,,,,,,176,64,0,,,,,,,^,,,
nof,9,40,3,5013,3526,,938,30.37599999999997,,,,,,,144,85,0,,,,,,,,,,
non,9,41,3,5015,3526,2103,967,30.37599999999997,0.08203125,32.0,0,B5,ppp,5,144,83,5,,,,,,o,,d,e,
nof,9,39,1,5012,3527,,921,30.390999999999956,,,,,,,144,93,0,,,,,,,,,,
non,9,42,1,5016,3527,2104,972,30.390999999999956,0.15234375,16.0,0,F7,ppp,5,144,101,5,,,,,,o,,,,
nof,9,41,3,5015,3528,,967,30.45899999999994,,,,,,,144,83,0,,,,,,,,,,
non,9,43,3,5017,3528,2105,995,30.45899999999994,0.0849609375,32.0,0,D6,ppp,5,144,86,5,,,,,,o,,d,e,
nof,9,42,1,5016,3529,,972,30.543,,,,,,,144,101,0,,,,,,,,,,
nof,9,43,3,5017,3529,,995,30.543,,,,,,,144,86,0,,,,,,,,,,
non,9,45,3,5018,3529,2106,1024,30.543,0.75,4.0,0,E4,pp,8,144,64,8,,,,,,o,,d,E,
non,9,46,3,5019,3529,2106,1024,30.543,0.75,4.0,0,Bb4,pp,8,144,70,8,,,,,,o,,d,E 5975,
non,9,48,1,5020,3529,2106,1024,30.543,0.75,4.0,0,F#4,pp,8,144,66,8,,,,,,o,,d,,
non,9,49,1,5021,3529,2106,1024,30.543,0.75,4.0,0,G#6,pp,8,144,92,8,,,,,,o,,d,,
non,9,50,1,5022,3529,2106,1024,30.543,0.75,4.0,0,F7,pp,8,144,101,8,,,,,,o,,d 5975,,
rst,9,51,2,5023,3529,,1024,30.543,,,,<R>,,,176,102,0,,,,,,,,,,
sec,9,52,0,5024,3529,,1024,30.543,,,,,,,,,,,5975,,,,,,,,
rst,9,53,2,5025,3530,,1049,30.616999999999955,,,,<R>,,,176,102,0,,,,,,,,,,
ped,9,47,0,5026,3531,,1024,30.650999999999947,,,,,,,176,64,127,,,,,,,V,,,
non,9,54,2,5027,3532,2107,1088,30.730999999999987,0.111328125,32.0,1,A6,pp,8,144,93,8,,,,,,o,,,,
nof,9,54,2,5027,3533,,1088,30.841999999999977,,,,,,,144,93,0,,,,,,,,,,
non,9,55,2,5028,3533,2108,1126,30.841999999999977,0.076171875,32.0,0,C#6,pp,8,144,85,8,,,,,,o,,,,
nof,9,55,2,5028,3534,,1126,30.918,,,,,,,144,85,0,,,,,,,,,,
non,9,56,2,5029,3534,2109,1152,30.918,0.0732421875,32.0,0,D6,pp,8,144,86,8,,,,,,o,,,,
nof,9,56,2,5029,3535,,1152,30.991999999999955,,,,,,,144,86,0,,,,,,,,,,
non,9,57,2,5030,3535,2110,1177,30.991999999999955,0.1142578125,32.0,1,B5,pp,8,144,83,8,,,,,,o,,,,
nof,9,57,2,5030,3536,,1177,31.105999999999987,,,,,,,144,83,0,,,,,,,,,,
non,9,58,2,5031,3536,2111,1216,31.105999999999987,0.111328125,32.0,1,D6,pp,8,144,86,8,,,,,,o,,,,
nof,9,50,1,5022,3537,,1024,31.216999999999977,,,,,,,144,101,0,,,,,,,,,,
nof,9,58,2,5031,3537,,1216,31.216999999999977,,,,,,,144,86,0,,,,,,,,,,
non,9,59,2,5032,3537,2112,1254,31.216999999999977,0.076171875,32.0,0,F7,pp,8,144,101,8,,,,,,o,,,,
nof,9,45,3,5018,3538,,1024,31.293,,,,,,,144,64,0,,,,,,,,,,
nof,9,46,3,5019,3538,,1024,31.293,,,,,,,144,70,0,,,,,,,,,,
nof,9,48,1,5020,3538,,1024,31.293,,,,,,,144,66,0,,,,,,,,,,
nof,9,49,1,5021,3538,,1024,31.293,,,,,,,144,92,0,,,,,,,,,,
nof,9,59,2,5032,3538,,1254,31.293,,,,,,,144,101,0,,,,,,,,,,
non,9,60,3,5033,3538,2113,1280,31.293,0.75,4.0,0,A4,mp,14,144,69,14,,,,,,o,,,,
non,9,61,3,5034,3538,2113,1280,31.293,0.75,4.0,0,Eb5,mp,14,144,75,14,,,,,,o,,,,
non,9,62,1,5035,3538,2113,1280,31.293,0.111328125,32.0,1,C#5,pp,8,144,73,8,,,,,,o,,,,
rst,9,63,2,5036,3538,,1280,31.293,,,,<R>,,,176,102,0,,,,,,,,,,
nof,9,62,1,5035,3539,,1280,31.404999999999966,,,,,,,144,73,0,,,,,,,,,,
non,9,64,1,5037,3539,2114,1318,31.404999999999966,0.111328125,32.0,1,B4,pp,8,144,71,8,,,,,,o,,,,
nof,9,64,1,5037,3540,,1318,31.515999999999956,,,,,,,144,71,0,,,,,,,,,,
non,9,65,1,5038,3540,2115,1356,31.515999999999956,0.1142578125,32.0,1,D6,pp,8,144,86,8,,,,,,o,,,,
nof,9,65,1,5038,3541,,1356,31.62999999999999,,,,,,,144,86,0,,,,,,,,,,
non,9,66,1,5039,3541,2116,1395,31.62999999999999,0.0732421875,32.0,0,F7,pp+,9,144,101,9,,,,,,o,,,,
nof,9,66,1,5039,3542,,1395,31.703999999999944,,,,,,,144,101,0,,,,,,,,,,
non,9,67,1,5040,3542,2117,1420,31.703999999999944,0.1142578125,32.0,1,A6,pp+,9,144,93,9,,,,,,o,,,,
nof,9,67,1,5040,3543,,1420,31.817999999999977,,,,,,,144,93,0,,,,,,,,,,
non,9,68,1,5041,3543,2118,1459,31.817999999999977,0.111328125,32.0,1,C#5,pp+,9,144,73,9,,,,,,o,,,,
nof,9,68,1,5041,3544,,1459,31.928999999999967,,,,,,,144,73,0,,,,,,,,,,
non,9,69,1,5042,3544,2119,1497,31.928999999999967,0.076171875,32.0,0,B4,pp+,9,144,71,9,,,,,,o,,,,
nof,9,69,1,5042,3545,,1497,32.00499999999999,,,,,,,144,71,0,,,,,,,,,,
non,9,70,1,5043,3545,2120,1523,32.00499999999999,0.0380859375,64.0,0,A5,p-,10,144,81,10,,,,,t,o,,,,
nof,9,60,3,5033,3546,,1280,32.043,,,,,,,144,69,0,,,,,,,,,,
nof,9,61,3,5034,3546,,1280,32.043,,,,,,,144,75,0,,,,,,,,,,
bar,10,0,0,5044,3546,,0,32.043,,,,,,,,,,216,,,,,,,,,
non,10,1,1,5045,3546,,0,32.043,0.0732421875,32.0,0,A5,,,,,,,,,,T,,,,,
rst,10,2,3,5046,3546,,0,32.043,,,,<R>,,,176,102,0,,,,,,,,,,
nof,9,70,1,5043,3547,,1523,32.116999999999955,,,,,,,144,81,0,,,,,,,,,,
non,10,3,1,5047,3547,2121,25,32.116999999999955,0.1142578125,32.0,1,C#4,p-,10,144,61,10,,,,,,o,,,,
nof,10,3,1,5047,3548,,25,32.23099999999999,,,,,,,144,61,0,,,,,,,,,,
non,10,4,1,5048,3548,2122,64,32.23099999999999,0.111328125,32.0,1,B3,p-,10,144,59,10,,,,,,o,,,,
nof,10,4,1,5048,3549,,64,32.34199999999998,,,,,,,144,59,0,,,,,,,,,,
non,10,5,1,5049,3549,2123,102,32.34199999999998,0.076171875,32.0,0,D5,p-,10,144,74,10,,,,,,o,,,,
nof,10,5,1,5049,3550,,102,32.418,,,,,,,144,74,0,,,,,,,,,,
non,10,6,1,5050,3550,2124,128,32.418,0.111328125,32.0,1,B3,p-,10,144,59,10,,,,,,o,,,,
nof,10,6,1,5050,3551,,128,32.529999999999966,,,,,,,144,59,0,,,,,,,,,,
non,10,7,1,5051,3551,2125,166,32.529999999999966,0.111328125,32.0,1,D5,p,11,144,74,11,,,,,,o,,,,
nof,10,7,1,5051,3552,,166,32.640999999999956,,,,,,,144,74,0,,,,,,,,,,
non,10,8,1,5052,3552,2126,204,32.640999999999956,0.076171875,32.0,0,F7,p,11,144,101,11,,,,,,o,,,,
nof,10,8,1,5052,3553,,204,32.71699999999998,,,,,,,144,101,0,,,,,,,,,,
non,10,9,1,5053,3553,2127,230,32.71699999999998,0.076171875,32.0,0,A4,p,11,144,69,11,,,,,t,o,,,,
non,10,10,1,5054,3554,,256,32.793,0.0732421875,32.0,0,A4,,,,,,,,,,T,,,,,
non,10,11,1,5055,3555,2128,281,32.866999999999955,0.1142578125,32.0,1,C#3,pp,8,144,49,8,,,,,,o,,,,
nof,10,9,1,5053,3556,,230,32.942,,,,,,,144,69,0,,,,,,,,,,
nof,10,11,1,5055,3557,,281,32.98099999999999,,,,,,,144,49,0,,,,,,,,,,
non,10,12,1,5056,3557,2129,320,32.98099999999999,0.111328125,32.0,1,D4,pp,8,144,62,8,,,,,,o,,,,
nof,10,12,1,5056,3558,,320,33.09199999999998,,,,,,,144,62,0,,,,,,,,,,
non,10,13,1,5057,3558,2130,358,33.09199999999998,0.1494140625,16.0,0,B2,pp,8,144,47,8,,,,,,o,,,,
nof,10,13,1,5057,3559,,358,33.241999999999955,,,,,,,144,47,0,,,,,,,,,,
non,10,14,1,5058,3559,2131,409,33.241999999999955,0.1494140625,16.0,0,D4,pp,8,144,62,8,,,,,,o,,,,
nof,10,14,1,5058,3560,,409,33.390999999999956,,,,,,,144,62,0,,,,,,,,,,
non,10,15,1,5059,3560,2132,460,33.390999999999956,0.15234375,16.0,0,F6,pp,8,144,89,8,,,,,,o,,,,
nof,10,15,1,5059,3561,,460,33.543,,,,,,,144,89,0,,,,,,,,,,
non,10,16,1,5060,3561,2133,512,33.543,0.123046875,16.0,0,A4,mp,14,144,69,14,,,,,,o,,,,
non,10,17,1,5061,3561,2133,512,33.543,0.1875,16.0,0,Eb5,mp,14,144,75,14,,,,,,o,,,,
nof,10,16,1,5060,3562,,512,33.66700000000002,,,,,,,144,69,0,,,,,,,,,,
non,10,18,1,5062,3562,2134,554,33.66700000000002,0.1259765625,16.0,0,Gb3,mp,14,144,54,14,,,,,,o,,,,
nof,10,17,1,5061,3563,,512,33.73099999999999,,,,,,,144,75,0,,,,,,,,,,
nof,10,18,1,5062,3564,,554,33.793,,,,,,,144,54,0,,,,,,,,,,
