meas,index,voice,loc,tick,sec,dur,rval,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,pedal
31,24,3,757,512,119.61,,,,,,144,52,0,,,,,
31,2,2,735,0,120.145,,,,,,144,48,0,,,,,
31,30,1,763,1024,120.145,256,4.0,C6,p,11,144,84,11,,,,,
31,32,3,765,1024,120.145,1536,1.0,C#2,,,,,,,,,,
31,33,3,766,1024,120.145,1024,1.0,C3,f,20,144,48,20,,,,,
31,29,4,761,768,120.681,,,,,,144,32,0,,,,,
31,30,1,763,1024,120.681,,,,,,144,84,0,,,,,
31,38,0,767,1280,120.681,,,,,,176,64,0,,,,,^
31,37,1,768,1280,120.681,42,16.0,C6,p,11,144,84,11,,,,,
31,34,1,769,,120.681,,8.0,C6,,,,,,,,,g,
31,35,1,770,,120.756,,8.0,A#3,mp+,15,144,58,15,,,,g,
31,35,1,770,,120.806,,,,,,144,58,0,,,,,
31,36,1,771,,120.831,,8.0,G#1,f,20,144,32,20,,,,g,
31,36,1,771,,120.881,,,,,,144,32,0,,,,,
31,39,3,772,,120.906,,8.0,C#7,f,20,144,97,20,,,,g,
31,39,3,772,,120.956,,,,,,144,97,0,,,,,
31,37,1,768,1280,121.037,,,,,,144,84,0,,,,,
31,41,1,774,1322,121.069,43,16.0,C#4,mp,14,144,61,14,,,,,
31,42,0,775,1322,121.069,,,,,,176,64,127,,,,,V
31,43,1,776,1365,121.159,171,4.0,C#4,,,,,,,,,,
31,44,1,777,1536,121.517,85,8.0,C#4,,,,,,,,,,
31,46,1,779,1621,121.695,171,4.0,E3,mp+,15,144,52,15,,,,,
31,41,1,774,1322,121.695,,,,,,144,61,0,,,,,
31,47,1,780,1792,122.052,128,8.0,E3,,,,,,,,,,
31,49,1,782,1920,122.32,128,8.0,A#5,p,11,144,82,11,,,,,
31,50,4,783,1920,122.32,128,8.0,G#2,f,20,144,44,20,,,,,
31,46,1,779,1621,122.32,,,,,,144,52,0,,,,,
31,33,3,766,1024,122.513,,,,,,144,48,0,,,,,
31,51,1,784,2048,122.588,170,4.0,A#5,,,,,,,,,,
31,52,2,785,2048,122.588,256,4.0,C#2,p,11,144,37,11,,,,,
31,53,4,786,2048,122.588,512,2.0,G#2,,,,,,,,,,
31,54,1,787,2218,122.944,86,8.0,G#1,p,11,144,32,11,,,,,
31,55,1,788,2304,123.124,256,4.0,G#1,,,,,,,,,,
31,56,2,789,2304,123.124,85,8.0,C#2,,,,,,,,,,
31,49,1,782,1920,123.244,,,,,,144,82,0,,,,,
31,57,2,790,2389,123.302,171,4.0,A4,mp,14,144,69,14,,,,,
31,52,2,785,2048,123.377,,,,,,144,37,0,,,,,
32,1,0,791,0,123.51,,,,,,176,64,0,,,,,^
31,57,2,790,2389,123.66,,,,,,144,69,0,,,,,
32,0,0,792,0,123.66,,,,,,,,,32,,,,
32,2,1,793,0,123.66,512,2.0,C#3,mf,17,144,49,17,,,,,
32,4,3,795,0,123.66,1536,1.0,B1,mf,17,144,35,17,,,,,
32,5,4,796,0,123.66,256,4.0,G#2,,,,,,,,,,
31,54,1,787,2218,123.66,,,,,,144,32,0,,,,,
31,28,3,760,768,123.66,,,,,,144,37,0,,,,,
32,1,0,797,0,123.81,,,,,,176,64,127,,,,,V
32,6,2,798,170,124.015,86,8.0,D3,mf,17,144,50,17,,,,,
32,7,2,799,256,124.195,512,2.0,D3,,,,,,,,,,
32,8,4,800,256,124.195,85,8.0,G#2,,,,,,,,,,
32,9,4,801,341,124.373,171,4.0,F#6,ff,22,144,90,22,,,,,
31,50,4,783,1920,124.673,,,,,,144,44,0,,,,,
32,9,4,801,341,124.731,,,,,,144,90,0,,,,,
32,10,1,802,512,124.731,85,8.0,C#3,,,,,,,,,,
32,12,1,804,597,124.909,171,4.0,C5,f,20,144,72,20,,,,,
32,2,1,793,0,124.909,,,,,,144,49,0,,,,,
32,13,0,805,729,125.185,,,,,,176,64,0,,,,,^
32,12,1,804,597,125.267,,,,,,144,72,0,,,,,
32,15,2,807,768,125.267,85,8.0,D3,,,,,,,,,,
32,17,2,809,853,125.445,171,4.0,B0,f,20,144,23,20,,,,,
32,6,2,798,170,125.445,,,,,,144,50,0,,,,,
32,17,2,809,853,125.802,,,,,,144,23,0,,,,,
32,20,2,812,1194,126.158,342,2.0,E3,f,20,144,52,20,,,,,
32,21,4,813,1194,126.158,86,8.0,F3,p,11,144,53,11,,,,,
32,21,4,813,1194,126.338,,,,,,144,53,0,,,,,
32,23,4,815,1365,126.516,43,16.0,C#3,p,11,144,49,11,,,,,
32,23,4,815,1365,126.606,,,,,,144,49,0,,,,,
32,24,4,816,1408,126.606,42,16.0,D4,mf-,16,144,62,16,,,,,
32,24,4,816,1408,126.694,,,,,,144,62,0,,,,,
32,25,4,817,1450,126.694,43,16.0,F3,f,20,144,53,20,,,,,
32,25,4,817,1450,126.784,,,,,,144,53,0,,,,,
32,26,4,818,1493,126.784,21,32.0,A5,mf,17,144,81,17,,,,,
32,26,4,818,1493,126.828,,,,,,144,81,0,,,,,
32,27,4,819,1514,126.828,22,32.0,B0,mp,14,144,23,14,,,,,
32,27,4,819,1514,126.874,,,,,,144,23,0,,,,,
33,0,0,820,0,126.874,,,,,,,,,33,,,,
33,1,0,821,0,126.874,,,,,,,,,,5928,,,
33,4,1,823,0,126.874,1024,1.0,E5,p,11,144,76,11,,,,,
33,5,2,824,0,126.874,1024,1.0,G3,p,11,144,55,11,,,,,
33,6,3,825,0,126.874,0,8.0,F1,p,11,,,,,,,,
33,7,3,826,0,126.874,0,8.0,C3,p,11,,,,,,,,
33,3,1,827,,126.874,,8.0,A5,p,11,144,81,11,,,,g,
32,20,2,812,1194,126.874,,,,,,144,52,0,,,,,
32,4,3,795,0,126.874,,,,,,144,35,0,,,,,
33,3,1,827,,126.924,,,,,,144,81,0,,,,,
33,8,3,828,0,126.949,768,2.0,D4,mf,17,144,62,17,,,,,
33,9,4,829,0,126.949,1024,1.0,D#3,mf,17,144,51,17,,,,,
33,10,3,830,768,128.556,170,4.0,D4,,,,,,,,,,
33,12,3,831,938,128.912,86,8.0,C#3,f,20,144,49,20,,,,,
33,11,0,832,938,128.912,,,,,,176,64,127,,,,,V
33,8,3,828,0,128.987,,,,,,144,62,0,,,,,
33,13,1,833,1024,129.092,768,2.0,G#5,mp,14,144,80,14,,,,,
33,14,2,834,1024,129.092,384,4.0,G3,,,,,,,,,,
33,15,3,835,1024,129.092,1024,1.0,C#3,,,,,,,,,,
33,16,4,836,1024,129.092,1024,1.0,A#1,mp,14,144,34,14,,,,,
33,4,1,823,0,129.092,,,,,,144,76,0,,,,,
33,9,4,829,0,129.167,,,,,,144,51,0,,,,,
33,17,2,837,1408,129.895,128,8.0,B3,p,11,144,59,11,,,,,
33,5,2,824,0,129.895,,,,,,144,55,0,,,,,
33,18,2,838,1536,130.163,512,2.0,B3,,,,,,,,,,
33,19,1,839,1792,130.699,256,4.0,F#5,ppp,5,144,78,5,,,,,
33,20,1,840,1792,130.699,256,4.0,G#5,,,,,,,,,,
33,19,1,839,1792,131.235,,,,,,144,78,0,,,,,
34,0,0,841,0,131.235,,,,,,,,,34,,,,
34,1,1,842,0,131.235,256,4.0,G#5,,,,,,,,,,
34,2,2,843,0,131.235,512,2.0,B3,,,,,,,,,,
34,3,3,844,0,131.235,2048,0.5,C#3,,,,,,,,,,
34,4,4,845,0,131.235,2048,0.5,A#1,,,,,,,,,,
34,5,0,846,256,131.77,,,,,,176,64,0,,,,,^
33,13,1,833,1024,131.77,,,,,,144,80,0,,,,,
34,7,1,848,512,132.306,1024,1.0,A5,pppp,2,144,81,2,,,,,
34,8,2,849,512,132.306,1536,1.0,A#3,f,20,144,58,20,,,,,
34,9,2,850,512,132.306,1024,1.0,B3,,,,,,,,,,
34,10,2,851,512,132.306,1024,1.0,A4,ff,22,144,69,22,,,,,
34,11,0,852,704,132.708,,,,,,176,64,127,,,,,V
34,7,1,848,512,134.449,,,,,,144,81,0,,,,,
34,10,2,851,512,135.52,,,,,,144,69,0,,,,,
35,0,0,854,0,135.52,,,,,,,,,35,,,,
35,1,0,855,0,135.52,,,,,,176,64,0,,,,,^
35,3,2,857,0,135.52,768,2.0,A#3,,,,,,,,,,
35,4,2,858,0,135.52,512,2.0,B3,,,,,,,,,,
35,5,2,859,0,135.52,512,2.0,A4,,,,,,,,,,
35,7,4,861,0,135.52,1024,1.0,C3,p,11,144,48,11,,,,,
35,8,4,862,0,135.52,1024,1.0,G#3,ppp,5,144,56,5,,,,,
33,17,2,837,1408,135.52,,,,,,144,59,0,,,,,
33,16,4,836,1024,135.52,,,,,,144,34,0,,,,,
33,12,3,831,938,135.52,,,,,,144,49,0,,,,,
35,11,3,864,426,136.412,86,8.0,G#2,f,20,144,44,20,,,,,
35,10,0,865,426,136.412,,,,,,176,64,127,,,,,V
35,13,3,867,512,136.592,128,8.0,G#2,,,,,,,,,,
35,11,3,864,426,136.86,,,,,,144,44,0,,,,,
35,14,1,868,640,136.86,128,8.0,A5,ff,22,144,81,22,,,,,
35,15,3,869,640,136.86,128,8.0,A#4,mf,17,144,70,17,,,,,
35,19,0,870,810,137.065,,,,,,176,64,0,,,,,^
35,16,1,871,768,137.127,1792,1.0,A5,,,,,,,,,,
35,18,3,873,768,137.127,42,16.0,A#4,,,,,,,,,,
34,8,2,849,512,137.127,,,,,,144,58,0,,,,,
35,15,3,869,640,137.215,,,,,,144,70,0,,,,,
35,20,3,874,810,137.215,43,16.0,C6,mf+,18,144,84,18,,,,,
35,20,3,874,810,137.305,,,,,,144,84,0,,,,,
35,21,3,875,853,137.305,43,16.0,E3,f-,19,144,52,19,,,,,
35,19,0,876,810,137.365,,,,,,176,64,127,,,,,V
35,21,3,875,853,137.395,,,,,,144,52,0,,,,,
35,22,3,877,896,137.395,42,16.0,C#4,f,20,144,61,20,,,,,
35,22,3,877,896,137.483,,,,,,144,61,0,,,,,
35,23,3,878,938,137.483,43,16.0,A#5,f+,21,144,82,21,,,,,
35,25,0,879,1024,137.513,,,,,,176,64,0,,,,,^
35,23,3,878,938,137.573,,,,,,144,82,0,,,,,
35,24,3,880,981,137.573,43,16.0,G#1,ff,22,144,32,22,,,,,
35,7,4,861,0,137.663,,,,,,144,48,0,,,,,
35,8,4,862,0,137.663,,,,,,144,56,0,,,,,
35,24,3,880,981,137.663,,,,,,144,32,0,,,,,
35,26,2,881,1024,137.663,512,2.0,E5,p,11,144,76,11,,,,,
35,27,2,882,1024,137.663,512,2.0,C6,ff,22,144,84,22,,,,,
35,25,0,885,1024,137.813,,,,,,176,64,127,,,,,V
35,31,3,887,1365,138.377,85,8.0,C#6,ppp,5,144,85,5,,,,,
35,32,3,888,1365,138.377,128,8.0,A6,ppp,5,144,93,5,,,,,
35,31,3,887,1365,138.555,,,,,,144,85,0,,,,,
35,33,3,889,1450,138.555,86,8.0,F#2,ppp,5,144,42,5,,,,,
35,34,3,890,1450,138.555,128,8.0,D#5,ppp,5,144,75,5,,,,,
35,32,3,888,1365,138.645,,,,,,144,93,0,,,,,
35,26,2,881,1024,138.735,,,,,,144,76,0,,,,,
35,33,3,889,1450,138.735,,,,,,144,42,0,,,,,
35,35,2,891,1536,138.735,85,8.0,C6,,,,,,,,,,
35,37,4,893,1536,138.735,1024,1.0,D3,fff,24,144,50,23,,,,,
35,34,3,890,1450,138.822,,,,,,144,75,0,,,,,
35,40,0,894,1663,138.85,,,,,,176,64,0,,,,,^
35,27,2,882,1024,138.912,,,,,,144,84,0,,,,,
35,38,2,895,1621,138.912,171,4.0,C#4,fff,24,144,61,23,,,,,
35,39,3,896,1621,138.912,85,8.0,A#2,ppp,5,144,46,5,,,,,
35,39,3,896,1621,139.09,,,,,,144,46,0,,,,,
35,40,0,898,1663,139.15,,,,,,176,64,127,,,,,V
35,42,2,899,1792,139.27,768,2.0,C#4,,,,,,,,,,
35,44,3,901,2304,140.342,256,4.0,C4,ff,22,144,60,22,,,,,
36,0,0,902,0,140.877,,,,,,,,,36,,,,
36,1,1,903,0,140.877,1792,1.0,A5,,,,,,,,,,
36,2,2,904,0,140.877,2048,0.5,C#4,,,,,,,,,,
36,3,2,905,0,140.877,2048,0.5,C#7,fff,24,144,97,23,,,,,
36,4,3,906,0,140.877,2048,0.5,C4,,,,,,,,,,
36,5,4,907,0,140.877,2048,0.5,D3,,,,,,,,,,
36,6,1,908,1792,144.627,170,4.0,A5,,,,,,,,,,
35,14,1,868,640,144.983,,,,,,144,81,0,,,,,
36,7,1,909,1962,144.983,86,8.0,F3,f,20,144,53,20,,,,,
35,37,4,893,1536,145.163,,,,,,144,50,0,,,,,
35,38,2,895,1621,145.163,,,,,,144,61,0,,,,,
36,3,2,905,0,145.163,,,,,,144,97,0,,,,,
36,8,1,910,2048,145.163,512,2.0,F3,,,,,,,,,,
35,44,3,901,2304,145.163,,,,,,144,60,0,,,,,
37,0,0,914,0,146.235,,,,,,,,,37,,,,
37,1,1,915,0,146.235,1024,1.0,F3,,,,,,,,,,
37,6,1,920,1024,148.377,1536,1.0,F3,,,,,,,,,,
37,7,2,921,1024,148.377,256,4.0,F7,ff,22,144,101,22,,,,,
37,9,4,923,1024,148.377,512,2.0,E2,f,20,144,40,20,,,,,
37,7,2,921,1024,148.913,,,,,,144,101,0,,,,,
37,12,3,926,1365,149.091,43,16.0,E3,f,20,144,52,20,,,,,
37,13,3,927,1408,149.181,128,8.0,F#2,f,20,144,42,20,,,,,
37,14,3,928,1408,149.181,128,8.0,E3,,,,,,,,,,
37,15,0,929,1450,149.269,,,,,,176,64,0,,,,,^
37,9,4,923,1024,149.449,,,,,,144,40,0,,,,,
37,12,3,926,1365,149.449,,,,,,144,52,0,,,,,
37,13,3,927,1408,149.449,,,,,,144,42,0,,,,,
37,16,3,930,1536,149.449,1024,1.0,E3,f,20,144,52,20,,,,,
37,17,2,931,1536,149.449,128,8.0,A4,mp,14,144,69,14,,,,,
37,17,2,931,1536,149.717,,,,,,144,69,0,,,,,
37,20,0,934,1719,149.832,,,,,,176,64,127,,,,,V
37,23,4,937,2048,150.52,512,2.0,B2,pp,8,144,47,8,,,,,
38,0,0,938,0,151.592,,,,,,,,,38,,,,
38,1,1,939,0,151.592,2048,0.5,F3,,,,,,,,,,
38,2,2,940,0,151.592,2048,0.5,E3,,,,,,,,,,
38,4,4,942,0,151.592,2048,0.5,B2,,,,,,,,,,
37,16,3,930,1536,152.127,,,,,,144,52,0,,,,,
38,5,1,943,2048,155.877,128,8.0,F3,,,,,,,,,,
38,6,2,944,2048,155.877,512,2.0,E3,,,,,,,,,,
38,7,3,945,2048,155.877,128,8.0,F#2,pp,8,144,42,8,,,,,
38,8,4,946,2048,155.877,128,8.0,B2,,,,,,,,,,
36,7,1,909,1962,156.145,,,,,,144,53,0,,,,,
37,23,4,937,2048,156.145,,,,,,144,47,0,,,,,
38,7,3,945,2048,156.145,,,,,,144,42,0,,,,,
38,9,0,947,2176,156.145,,,,,,176,64,0,,,,,^
38,10,1,948,,156.145,,8.0,A#6,pp,8,144,94,8,,,,g,
38,10,1,948,,156.195,,,,,,144,94,0,,,,,
38,11,1,949,,156.22,,8.0,G#4,pp-,7,144,68,7,,,,g,
38,11,1,949,,156.27,,,,,,144,68,0,,,,,
38,12,1,950,2176,156.295,128,8.0,E4,mf,17,144,64,17,,,,,
38,12,1,950,2176,156.563,,,,,,144,64,0,,,,,
38,14,4,953,,156.563,,8.0,B0,ppp,5,144,23,5,,,,g,
38,14,4,953,,156.613,,,,,,144,23,0,,,,,
38,15,4,954,,156.638,,8.0,E3,s,0,144,52,0,,,,g,
38,15,4,954,,156.688,,,,,,144,52,0,,,,,
38,17,1,955,,156.713,,8.0,F#6,p,11,144,90,11,,,,g,
38,17,1,955,,156.763,,,,,,144,90,0,,,,,
38,18,1,956,,156.788,,8.0,E2,p,11,144,40,11,,,,g,
38,18,1,956,,156.838,,,,,,144,40,0,,,,,
38,19,1,957,2304,156.863,128,8.0,G#4,mp,14,144,68,14,,,,,
38,20,1,958,2304,156.863,128,8.0,F#5,p,11,144,78,11,,,,,
38,19,1,957,2304,157.131,,,,,,144,68,0,,,,,
38,23,1,961,2432,157.131,128,8.0,F#5,,,,,,,,,,
39,0,0,962,0,157.399,,,,,,,,,39,,,,
39,1,1,963,0,157.399,2048,0.5,F#5,,,,,,,,,,
39,2,2,964,0,157.399,2048,0.5,E3,,,,,,,,,,
39,6,4,967,256,157.935,1792,1.0,F#4,f,20,144,66,20,,,,,
39,5,0,968,256,157.935,,,,,,176,64,127,,,,,V
39,7,3,969,,160.924,,8.0,D4,mp,14,144,62,14,,,,g,
39,7,3,969,,160.974,,,,,,144,62,0,,,,,
39,8,3,970,,160.999,,8.0,A5,p,11,144,81,11,,,,g,
39,8,3,970,,161.049,,,,,,144,81,0,,,,,
39,9,3,971,,161.074,,8.0,B0,pp,8,144,23,8,,,,g,
39,9,3,971,,161.124,,,,,,144,23,0,,,,,
39,10,3,972,1792,161.149,256,4.0,C#3,ppp,5,144,49,5,,,,,
39,11,0,973,2047,161.534,,,,,,176,64,0,,,,,^
39,10,3,972,1792,161.685,,,,,,144,49,0,,,,,
40,0,0,974,0,161.685,,,,,,,,,40,,,,
40,1,0,975,0,161.685,,,,,,,,,,5929,,,
40,3,1,976,0,161.685,153,8.0,G4,pp,8,144,67,8,,,,,
40,4,2,977,0,161.685,25,32.0,C7,pp,8,144,96,8,,,,,
40,5,2,978,0,161.685,32,32.0,A7,pp,8,144,105,8,,,,,
40,6,3,979,0,161.685,512,2.0,D#4,p,11,144,63,11,,,,,
40,4,2,977,0,161.737,,,,,,144,96,0,,,,,
40,8,2,981,25,161.737,77,16.0,E7,pp+,9,144,100,9,,,,,
40,5,2,978,0,161.752,,,,,,144,105,0,,,,,
40,2,0,982,0,161.834,,,,,,176,64,127,,,,,V
40,8,2,981,25,161.898,,,,,,144,100,0,,,,,
40,9,2,983,102,161.898,154,8.0,G#3,p,11,144,56,11,,,,,
40,3,1,976,0,162.005,,,,,,144,67,0,,,,,
40,10,1,984,153,162.005,103,8.0,B4,p,11,144,71,11,,,,,
39,6,4,967,256,162.135,,,,,,144,66,0,,,,,
38,20,1,958,2304,162.135,,,,,,144,78,0,,,,,
40,11,1,985,256,162.22,51,16.0,B4,,,,,,,,,,
40,12,2,986,256,162.22,51,16.0,G#3,,,,,,,,,,
40,9,2,983,102,162.327,,,,,,144,56,0,,,,,
40,10,1,984,153,162.327,,,,,,144,71,0,,,,,
40,13,0,987,307,162.327,,,,,,176,64,0,,,,,^
40,14,1,988,307,162.327,205,4.0,A6,pp,8,144,93,8,,,,,
40,15,2,989,307,162.327,205,4.0,D5,p,11,144,74,11,,,,,
40,14,1,988,307,162.756,,,,,,144,93,0,,,,,
40,15,2,989,307,162.756,,,,,,144,74,0,,,,,
40,17,2,991,512,162.756,51,16.0,C#4,pp,8,144,61,8,,,,,
40,18,3,992,512,162.756,170,4.0,D#4,,,,,,,,,,
40,17,2,991,512,162.863,,,,,,144,61,0,,,,,
40,20,2,994,563,162.863,51,16.0,D5,pp,8,144,74,8,,,,,
40,20,2,994,563,162.969,,,,,,144,74,0,,,,,
40,21,4,995,614,162.969,154,8.0,C3,p,11,144,48,11,,,,,
40,22,2,996,614,162.969,154,8.0,C6,p,11,144,84,11,,,,,
40,23,3,997,682,163.112,86,8.0,C#7,mf,17,144,97,17,,,,,
40,6,3,979,0,163.112,,,,,,144,63,0,,,,,
40,23,3,997,682,163.292,,,,,,144,97,0,,,,,
40,25,4,999,768,163.292,51,16.0,C3,,,,,,,,,,
40,26,2,1000,768,163.292,51,16.0,C6,,,,,,,,,,
40,21,4,995,614,163.398,,,,,,144,48,0,,,,,
40,22,2,996,614,163.398,,,,,,144,84,0,,,,,
40,27,4,1001,819,163.398,205,4.0,C#3,p,11,144,49,11,,,,,
40,28,2,1002,819,163.398,205,4.0,D#5,p,11,144,75,11,,,,,
40,27,4,1001,819,163.827,,,,,,144,49,0,,,,,
40,28,2,1002,819,163.827,,,,,,144,75,0,,,,,
40,30,2,1004,1024,163.827,512,2.0,E6,p,11,144,88,11,,,,,
40,31,2,1005,1024,163.827,512,2.0,A6,p,11,144,93,11,,,,,
40,33,4,1007,1024,163.827,0,8.0,G3,p,11,,,,,,,,
40,34,4,1008,1024,163.827,0,8.0,C3,p,11,,,,,,,,
40,35,4,1009,1024,163.827,0,8.0,B3,p,11,,,,,,,,
40,37,4,1011,1109,164.005,171,4.0,F2,f,20,144,41,20,,,,,
40,38,4,1012,1280,164.363,256,4.0,F2,,,,,,,,,,
40,30,2,1004,1024,164.899,,,,,,144,88,0,,,,,
40,31,2,1005,1024,164.899,,,,,,144,93,0,,,,,
40,37,4,1011,1109,164.899,,,,,,144,41,0,,,,,
40,40,4,1014,1536,164.899,512,2.0,G#2,pp,8,144,44,8,,,,,
40,41,4,1015,1536,164.899,512,2.0,F#3,pp,8,144,54,8,,,,,
40,40,4,1014,1536,165.97,,,,,,144,44,0,,,,,
40,41,4,1015,1536,165.97,,,,,,144,54,0,,,,,
41,0,0,1016,0,165.97,,,,,,,,,41,,,,
41,1,0,1017,0,165.97,,,,,,,,,,5930,,,
41,3,1,1018,0,165.97,0,8.0,C6,pp,8,144,84,8,,,,,
41,4,1,1019,0,165.97,0,8.0,E3,pp+,9,,,,,,,,
41,5,1,1020,0,165.97,0,8.0,F5,p,11,,,,,,,,
41,6,1,1021,0,165.97,170,8.0,C6,,,,,,,,,,
41,7,2,1022,0,165.97,0,8.0,A7,fff,24,144,105,23,,,,,
41,8,2,1023,0,165.97,1024,1.0,A7,,,,,,,,,,
41,9,3,1024,0,165.97,0,8.0,G#5,pp,8,,,,,,,,
41,10,3,1025,0,165.97,0,8.0,C3,pp+,9,,,,,,,,
41,11,3,1026,0,165.97,0,8.0,D#4,p,11,,,,,,,,
41,12,3,1027,0,165.97,85,8.0,B3,p,11,144,59,11,,,,,
41,13,4,1028,0,165.97,2048,0.5,G2,p,11,144,43,11,,,,,
41,2,0,1029,0,165.97,,,,,,176,64,127,,,,,V
41,12,3,1027,0,166.148,,,,,,144,59,0,,,,,
41,13,4,1028,0,166.148,,,,,,144,43,0,,,,,
41,14,3,1030,85,166.148,171,4.0,G2,p,11,144,43,11,,,,,
41,3,1,1018,0,166.326,,,,,,144,84,0,,,,,
41,15,1,1031,170,166.326,29,32.0,D4,p,11,144,62,11,,,,,
41,15,1,1031,170,166.387,,,,,,144,62,0,,,,,
41,16,1,1032,199,166.387,28,32.0,E6,p+,12,144,88,12,,,,,
41,19,0,1033,256,166.445,,,,,,176,64,0,,,,,^
41,16,1,1032,199,166.445,,,,,,144,88,0,,,,,
41,17,1,1034,227,166.445,29,32.0,C#3,mp,14,144,49,14,,,,,
41,17,1,1034,227,166.506,,,,,,144,49,0,,,,,
41,21,1,1037,341,166.684,0,8.0,C7,mp,14,,,,,,,,
41,22,1,1038,341,166.684,171,4.0,E7,mp,14,144,100,14,,,,,
41,23,0,1039,341,166.745,,,,,,176,64,127,,,,,V
41,22,1,1038,341,167.042,,,,,,144,100,0,,,,,
41,24,1,1040,512,167.042,1536,1.0,C6,ff,22,144,84,22,,,,,
41,7,2,1022,0,168.113,,,,,,144,105,0,,,,,
41,29,3,1045,1365,168.827,171,4.0,F1,fff,24,144,29,23,,,,,
41,29,3,1045,1365,169.185,,,,,,144,29,0,,,,,
41,31,3,1047,1536,169.185,170,4.0,D#3,fff,24,144,51,23,,,,,
41,31,3,1047,1536,169.54,,,,,,144,51,0,,,,,
41,32,2,1048,1706,169.54,171,4.0,C#6,ff,22,144,85,22,,,,,
41,33,3,1049,1706,169.54,171,4.0,G#3,mf,17,144,56,17,,,,,
41,32,2,1048,1706,169.898,,,,,,144,85,0,,,,,
41,33,3,1049,1706,169.898,,,,,,144,56,0,,,,,
41,34,2,1050,1877,169.898,171,4.0,C#4,mp,14,144,61,14,,,,,
41,35,3,1051,1877,169.898,171,4.0,G#1,ff,22,144,32,22,,,,,
41,36,3,1052,1877,169.898,256,4.0,F#2,p,11,144,42,11,,,,,
41,37,0,1053,2047,170.104,,,,,,176,64,0,,,,,^
41,14,3,1030,85,170.256,,,,,,144,43,0,,,,,
41,24,1,1040,512,170.256,,,,,,144,84,0,,,,,
41,34,2,1050,1877,170.256,,,,,,144,61,0,,,,,
42,0,0,1054,0,170.256,,,,,,,,,42,,,,
42,1,1,1055,0,170.256,1024,1.0,D#6,f,20,144,87,20,,,,,
42,2,1,1056,0,170.256,1024,1.0,E6,f,20,,,,,,,,
42,3,2,1057,0,170.256,21,32.0,E6,f,20,144,88,20,,,,,
42,4,3,1058,0,170.256,256,4.0,G#1,,,,,,,,,,
42,5,4,1059,0,170.256,1024,1.0,C2,f,20,144,36,20,,,,,
42,6,2,1060,21,170.3,21,32.0,D4,f,20,144,62,20,,,,,
42,6,2,1060,21,170.344,,,,,,144,62,0,,,,,
42,7,2,1061,42,170.344,22,32.0,F2,f,20,144,41,20,,,,,
42,8,2,1062,42,170.344,32,32.0,C#3,f,20,144,49,20,,,,,
42,7,2,1061,42,170.39,,,,,,144,41,0,,,,,
42,9,2,1063,64,170.39,192,8.0,C6,ff,22,144,84,22,,,,,
42,10,2,1064,64,170.39,128,8.0,C#6,f,20,144,85,20,,,,,
41,37,0,1065,2047,170.404,,,,,,176,64,127,,,,,V
42,8,2,1062,42,170.411,,,,,,144,49,0,,,,,
41,36,3,1052,1877,170.434,,,,,,144,42,0,,,,,
42,11,2,1066,256,170.792,768,2.0,C6,,,,,,,,,,
42,12,2,1067,256,170.792,512,2.0,C#6,,,,,,,,,,
42,13,3,1068,256,170.792,170,4.0,G#1,,,,,,,,,,
41,35,3,1051,1877,171.147,,,,,,144,32,0,,,,,
42,14,3,1069,426,171.147,86,8.0,A#5,mp,14,144,82,14,,,,,
42,15,3,1070,512,171.327,384,4.0,A#5,,,,,,,,,,
42,10,2,1064,64,171.729,,,,,,144,85,0,,,,,
42,16,3,1071,896,172.131,32,32.0,C6,f,20,144,84,20,,,,,
42,14,3,1069,426,172.131,,,,,,144,82,0,,,,,
42,16,3,1071,896,172.198,,,,,,144,84,0,,,,,
42,17,3,1072,928,172.198,32,32.0,E3,mp,14,144,52,14,,,,,
42,17,3,1072,928,172.265,,,,,,144,52,0,,,,,
42,18,3,1073,960,172.265,32,32.0,A#5,pp,8,144,82,8,,,,,
42,18,3,1073,960,172.332,,,,,,144,82,0,,,,,
42,19,0,1074,992,172.332,,,,,,176,64,0,,,,,^
42,5,4,1059,0,172.399,,,,,,144,36,0,,,,,
42,21,1,1076,1024,172.399,42,16.0,C6,ff,22,144,84,22,,,,,
42,22,2,1077,1024,172.399,1024,1.0,D#5,ff,22,144,75,22,,,,,
42,23,3,1078,1024,172.399,42,16.0,B1,pp,8,144,35,8,,,,,
42,24,4,1079,1024,172.399,42,16.0,C2,pp,8,144,36,8,,,,,
42,1,1,1055,0,172.399,,,,,,144,87,0,,,,,
42,3,2,1057,0,172.399,,,,,,144,88,0,,,,,
42,9,2,1063,64,172.399,,,,,,144,84,0,,,,,
42,21,1,1076,1024,172.487,,,,,,144,84,0,,,,,
42,23,3,1078,1024,172.487,,,,,,144,35,0,,,,,
42,24,4,1079,1024,172.487,,,,,,144,36,0,,,,,
42,25,1,1080,1066,172.487,43,16.0,C#4,ff+,23,144,61,23,,,,,
42,26,1,1081,1066,172.487,64,16.0,E4,ff+,23,144,64,23,,,,,
42,25,1,1080,1066,172.577,,,,,,144,61,0,,,,,
42,29,1,1084,1109,172.577,43,16.0,A4,mf,17,144,69,17,,,,,
42,30,1,1085,1109,172.577,64,16.0,A#5,mf,17,144,82,17,,,,,
42,26,1,1081,1066,172.621,,,,,,144,64,0,,,,,
42,29,1,1084,1109,172.667,,,,,,144,69,0,,,,,
